team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
GOLDEN STATE WARRIORS,2017-12-23,240,32,84,3,27,14,17,11,27,25,14,8,16,14
BROOKLYN NETS,2017-12-23,265,42,98,16,36,19,25,18,33,24,2,2,10,20
INDIANA PACERS,2017-12-23,265,47,90,10,23,19,24,7,34,31,8,9,8,25
PORTLAND TRAIL BLAZERS,2017-12-23,240,39,95,10,25,7,14,9,38,19,7,8,11,15
LOS ANGELES LAKERS,2017-12-23,240,36,85,8,25,12,20,11,44,23,8,3,17,22
LOS ANGELES CLIPPERS,2017-12-23,240,39,79,13,34,21,28,5,31,14,4,7,10,22
MEMPHIS GRIZZLIES,2017-12-23,240,40,90,13,31,22,25,15,32,28,5,5,9,26
NEW ORLEANS PELICANS,2017-12-23,240,39,73,15,25,16,19,6,31,27,5,10,14,20
MIAMI HEAT,2017-12-23,240,36,85,10,32,12,15,13,25,18,4,3,13,19
MINNESOTA TIMBERWOLVES,2017-12-23,240,42,84,6,16,25,29,13,34,18,6,6,14,21
PHOENIX SUNS,2017-12-23,240,40,86,11,32,15,24,9,27,24,5,4,13,22
SAN ANTONIO SPURS,2017-12-23,240,44,88,11,23,9,11,7,37,29,3,1,8,11
SACRAMENTO KINGS,2017-12-23,240,40,86,12,22,7,11,9,33,21,2,2,10,17
PHILADELPHIA 76ERS,2017-12-23,240,33,80,7,27,13,20,7,34,19,10,7,22,23
TORONTO RAPTORS,2017-12-23,240,35,85,9,27,23,26,7,36,18,15,6,17,20
OKLAHOMA CITY THUNDER,2017-12-23,240,39,88,12,29,13,16,15,30,18,9,5,7,16
UTAH JAZZ,2017-12-23,240,33,72,6,26,17,20,6,31,16,3,2,12,13
ORLANDO MAGIC,2017-12-23,240,42,87,8,26,11,17,4,24,17,7,3,12,22
WASHINGTON WIZARDS,2017-12-23,240,47,86,16,30,20,23,12,37,29,5,2,16,18
WASHINGTON WIZARDS,2017-12-25,240,43,93,6,26,19,28,14,33,26,6,4,8,17
BOSTON CELTICS,2017-12-25,240,39,81,14,29,11,17,8,37,20,2,4,16,23
CLEVELAND CAVALIERS,2017-12-25,240,28,88,15,36,21,25,19,31,12,8,0,14,19
GOLDEN STATE WARRIORS,2017-12-25,240,38,82,10,37,13,17,10,37,28,7,7,15,18
MINNESOTA TIMBERWOLVES,2017-12-25,240,49,84,11,32,12,14,7,35,30,9,4,15,13
LOS ANGELES LAKERS,2017-12-25,240,40,92,10,30,14,20,13,24,21,10,1,12,16
PHILADELPHIA 76ERS,2017-12-25,240,35,82,10,28,25,30,12,36,21,7,7,15,22
NEW YORK KNICKS,2017-12-25,240,38,94,4,15,18,28,18,27,18,7,5,10,21
HOUSTON ROCKETS,2017-12-25,240,35,81,12,37,25,31,12,26,23,11,4,13,20
OKLAHOMA CITY THUNDER,2017-12-25,240,43,79,8,18,18,23,9,31,21,9,10,14,20
TORONTO RAPTORS,2017-12-26,240,30,89,9,31,24,32,16,37,16,10,7,10,24
DALLAS MAVERICKS,2017-12-26,240,40,94,6,24,12,16,16,40,20,5,11,13,24
UTAH JAZZ,2017-12-26,240,27,84,10,35,19,23,12,30,19,7,0,7,22
DENVER NUGGETS,2017-12-26,240,39,81,11,30,18,22,10,43,23,3,1,9,21
INDIANA PACERS,2017-12-26,240,34,77,6,21,9,13,5,21,18,6,3,12,19
DETROIT PISTONS,2017-12-26,240,41,82,12,34,13,16,10,36,26,5,1,10,17
SACRAMENTO KINGS,2017-12-26,240,40,96,7,22,8,12,10,27,25,11,7,9,19
LOS ANGELES CLIPPERS,2017-12-26,240,44,81,13,31,21,27,9,40,31,7,8,13,13
ORLANDO MAGIC,2017-12-26,240,33,81,5,20,18,22,10,32,14,8,5,17,20
MIAMI HEAT,2017-12-26,240,41,91,11,33,14,17,16,37,22,11,5,15,20
CHICAGO BULLS,2017-12-26,240,45,103,10,28,15,25,15,32,26,11,3,6,19
MILWAUKEE BUCKS,2017-12-26,240,39,83,10,31,18,24,4,37,23,2,8,17,21
MEMPHIS GRIZZLIES,2017-12-26,240,35,87,3,20,24,29,10,28,12,10,11,10,28
PHOENIX SUNS,2017-12-26,240,32,72,8,22,27,35,6,35,24,5,5,19,29
BROOKLYN NETS,2017-12-26,240,39,93,12,32,7,9,12,33,23,5,0,13,18
SAN ANTONIO SPURS,2017-12-26,240,41,80,7,16,20,24,5,38,18,7,5,12,14
WASHINGTON WIZARDS,2017-12-27,240,35,81,9,24,20,26,9,31,24,6,5,13,24
ATLANTA HAWKS,2017-12-27,240,41,94,11,37,20,29,16,37,28,7,7,11,21
NEW YORK KNICKS,2017-12-27,240,37,91,4,23,9,13,7,44,21,6,5,12,17
CHICAGO BULLS,2017-12-27,240,35,86,10,28,12,16,4,46,23,9,3,15,15
BOSTON CELTICS,2017-12-27,240,37,78,15,34,13,13,6,37,20,4,7,15,20
CHARLOTTE HORNETS,2017-12-27,240,32,87,7,23,20,29,19,33,15,7,3,11,11
UTAH JAZZ,2017-12-27,240,37,92,6,23,21,27,10,33,21,10,2,13,22
GOLDEN STATE WARRIORS,2017-12-27,240,51,86,11,23,13,17,4,46,37,8,7,16,18
DALLAS MAVERICKS,2017-12-27,240,40,78,8,29,10,15,4,31,26,7,3,9,12
INDIANA PACERS,2017-12-27,240,38,79,10,25,8,10,7,32,27,8,4,15,17
MEMPHIS GRIZZLIES,2017-12-27,240,35,71,5,21,34,39,5,32,20,3,9,10,20
LOS ANGELES LAKERS,2017-12-27,240,35,93,8,28,21,33,22,27,14,5,4,11,26
DENVER NUGGETS,2017-12-27,265,42,91,15,39,26,31,11,37,26,3,2,9,24
MINNESOTA TIMBERWOLVES,2017-12-27,265,47,90,12,29,22,30,7,35,27,4,7,6,26
BROOKLYN NETS,2017-12-27,240,41,90,19,38,12,14,10,33,26,8,3,15,18
NEW ORLEANS PELICANS,2017-12-27,240,48,90,17,33,15,19,6,37,40,8,9,10,15
TORONTO RAPTORS,2017-12-27,240,36,85,11,38,24,26,7,27,24,9,4,11,29
OKLAHOMA CITY THUNDER,2017-12-27,240,46,87,9,25,23,33,15,37,25,9,7,12,26
CLEVELAND CAVALIERS,2017-12-27,240,32,74,12,31,19,25,7,30,19,9,4,11,15
SACRAMENTO KINGS,2017-12-27,240,41,79,12,30,15,18,7,33,25,8,6,11,19
HOUSTON ROCKETS,2017-12-28,240,30,80,14,43,24,31,7,36,16,9,3,16,23
BOSTON CELTICS,2017-12-28,240,37,82,8,29,17,24,10,34,18,9,8,16,22
MINNESOTA TIMBERWOLVES,2017-12-28,240,34,71,9,28,19,26,6,27,20,9,3,16,14
MILWAUKEE BUCKS,2017-12-28,240,41,75,5,15,15,16,7,29,23,10,0,16,18
DETROIT PISTONS,2017-12-28,240,35,87,9,23,10,14,9,32,20,5,4,15,17
ORLANDO MAGIC,2017-12-28,240,37,82,11,26,17,17,9,39,22,10,3,18,17
PHILADELPHIA 76ERS,2017-12-28,240,42,87,16,32,10,14,5,32,28,8,2,13,26
PORTLAND TRAIL BLAZERS,2017-12-28,240,35,75,8,24,36,47,8,39,15,7,3,15,18
NEW YORK KNICKS,2017-12-28,240,41,90,5,14,20,22,12,32,31,6,8,9,26
SAN ANTONIO SPURS,2017-12-28,240,41,80,9,20,28,39,10,33,28,2,4,9,18
INDIANA PACERS,2017-12-29,240,43,93,7,22,14,20,11,32,22,10,6,10,15
CHICAGO BULLS,2017-12-29,240,43,85,18,39,15,15,7,33,31,6,4,15,20
CHARLOTTE HORNETS,2017-12-29,240,41,89,6,20,23,34,13,34,27,12,6,10,10
GOLDEN STATE WARRIORS,2017-12-29,240,40,87,8,22,12,13,8,35,32,6,5,17,25
LOS ANGELES CLIPPERS,2017-12-29,240,42,86,9,32,28,34,15,34,23,7,6,13,21
LOS ANGELES LAKERS,2017-12-29,240,46,94,3,19,11,16,11,24,25,7,3,12,22
BROOKLYN NETS,2017-12-29,240,39,79,11,26,22,25,8,46,25,8,4,18,23
MIAMI HEAT,2017-12-29,240,30,89,3,26,24,31,12,31,12,9,3,11,18
DALLAS MAVERICKS,2017-12-29,240,46,83,22,39,14,18,5,38,27,5,4,15,23
NEW ORLEANS PELICANS,2017-12-29,240,42,85,8,31,28,32,4,27,28,8,6,8,19
MILWAUKEE BUCKS,2017-12-29,240,40,85,9,29,8,17,12,31,26,9,7,9,23
OKLAHOMA CITY THUNDER,2017-12-29,240,38,83,7,25,12,20,10,35,16,5,5,12,19
PHOENIX SUNS,2017-12-29,240,41,85,13,30,16,24,16,31,26,5,5,10,19
SACRAMENTO KINGS,2017-12-29,240,37,80,8,23,19,23,8,29,23,6,2,9,23
ATLANTA HAWKS,2017-12-29,240,38,88,9,24,13,20,14,34,21,6,7,18,15
TORONTO RAPTORS,2017-12-29,240,46,105,13,37,6,8,19,32,22,9,15,11,22
HOUSTON ROCKETS,2017-12-29,240,38,89,14,48,13,16,8,27,15,11,2,14,13
WASHINGTON WIZARDS,2017-12-29,240,47,88,18,36,9,12,10,35,23,12,5,16,15
PORTLAND TRAIL BLAZERS,2017-12-30,240,36,85,7,25,10,13,15,31,19,9,8,20,18
ATLANTA HAWKS,2017-12-30,240,40,89,14,30,10,15,13,32,29,12,3,13,16
PHILADELPHIA 76ERS,2017-12-30,240,45,93,8,24,9,10,7,34,34,6,3,13,25
DENVER NUGGETS,2017-12-30,240,35,87,7,32,25,34,10,38,18,10,9,13,12
SAN ANTONIO SPURS,2017-12-30,240,31,84,5,26,12,13,10,36,18,8,5,14,13
DETROIT PISTONS,2017-12-30,240,36,81,8,24,13,16,6,39,22,10,1,11,11
MEMPHIS GRIZZLIES,2017-12-30,240,49,94,15,21,15,22,13,25,29,6,0,7,22
GOLDEN STATE WARRIORS,2017-12-30,240,50,85,18,33,23,25,7,31,37,3,6,10,17
NEW YORK KNICKS,2017-12-30,240,41,94,5,19,18,21,9,42,24,6,7,6,24
NEW ORLEANS PELICANS,2017-12-30,240,38,84,6,26,21,27,4,44,24,3,5,10,19
MIAMI HEAT,2017-12-30,240,45,88,12,24,15,18,11,29,24,6,2,8,17
ORLANDO MAGIC,2017-12-30,240,44,81,12,27,11,15,9,28,31,2,9,12,20
CLEVELAND CAVALIERS,2017-12-30,240,34,81,12,40,21,26,9,37,20,6,5,15,19
UTAH JAZZ,2017-12-30,240,38,82,10,31,18,21,5,38,24,12,4,11,24
BROOKLYN NETS,2017-12-31,240,39,95,11,36,16,19,11,34,25,5,4,9,19
BOSTON CELTICS,2017-12-31,240,39,79,14,33,16,25,8,42,21,7,8,17,22
LOS ANGELES LAKERS,2017-12-31,290,53,105,10,25,26,37,15,39,31,6,4,14,32
HOUSTON ROCKETS,2017-12-31,290,49,106,18,52,32,39,15,28,29,7,9,11,33
MINNESOTA TIMBERWOLVES,2017-12-31,240,41,86,4,19,21,25,13,31,20,11,8,7,20
INDIANA PACERS,2017-12-31,240,33,85,10,25,14,18,13,30,20,3,5,16,18
CHARLOTTE HORNETS,2017-12-31,240,36,93,11,33,15,19,15,32,23,10,3,17,21
LOS ANGELES CLIPPERS,2017-12-31,240,36,76,10,28,24,27,6,36,24,9,5,16,21
DALLAS MAVERICKS,2017-12-31,240,46,89,15,34,9,14,8,28,26,5,5,7,18
OKLAHOMA CITY THUNDER,2017-12-31,240,43,89,10,32,17,23,11,34,18,4,4,11,20
PHILADELPHIA 76ERS,2017-12-31,240,43,77,10,24,27,34,11,33,24,11,7,21,32
PHOENIX SUNS,2017-12-31,240,37,88,10,27,26,34,12,23,18,9,4,16,29
MEMPHIS GRIZZLIES,2017-12-31,240,41,76,14,30,18,24,6,38,22,11,8,16,21
SACRAMENTO KINGS,2017-12-31,240,37,86,9,24,13,25,12,30,20,6,2,16,21
CHICAGO BULLS,2017-12-31,240,42,92,8,35,18,22,10,36,24,6,1,12,22
WASHINGTON WIZARDS,2017-12-31,240,43,93,16,36,12,17,12,35,27,6,8,10,24
ORLANDO MAGIC,2018-01-01,240,35,96,6,31,19,25,19,33,16,5,5,12,18
BROOKLYN NETS,2018-01-01,240,36,82,9,25,17,23,10,42,17,7,10,13,22
PORTLAND TRAIL BLAZERS,2018-01-01,265,47,108,14,33,16,18,12,38,25,7,5,8,16
CHICAGO BULLS,2018-01-01,265,45,104,11,27,19,23,15,43,28,5,7,12,21
LOS ANGELES LAKERS,2018-01-01,240,34,76,8,26,20,29,9,28,18,12,4,24,25
MINNESOTA TIMBERWOLVES,2018-01-01,240,40,81,7,20,27,30,7,34,26,14,5,17,24
MILWAUKEE BUCKS,2018-01-01,265,44,93,13,27,26,28,10,33,27,9,3,14,23
TORONTO RAPTORS,2018-01-01,265,45,91,14,33,27,33,6,34,25,8,8,12,20
PORTLAND TRAIL BLAZERS,2018-01-02,240,42,90,13,32,13,19,13,30,25,5,5,15,29
CLEVELAND CAVALIERS,2018-01-02,240,43,83,13,32,28,37,8,32,28,11,4,10,17
MEMPHIS GRIZZLIES,2018-01-02,240,38,79,8,26,21,33,10,28,18,10,2,14,29
LOS ANGELES CLIPPERS,2018-01-02,240,39,71,9,23,26,31,4,30,23,5,3,19,24
SAN ANTONIO SPURS,2018-01-02,240,31,82,10,27,28,34,14,36,18,11,5,8,17
NEW YORK KNICKS,2018-01-02,240,35,87,7,22,14,18,12,38,21,5,7,14,23
ATLANTA HAWKS,2018-01-02,240,36,87,10,31,21,25,17,23,18,11,3,16,22
PHOENIX SUNS,2018-01-02,240,39,77,7,22,19,26,11,36,24,7,4,21,22
CHARLOTTE HORNETS,2018-01-02,240,51,89,15,32,14,18,5,25,25,7,3,3,14
SACRAMENTO KINGS,2018-01-02,240,45,87,7,17,14,18,16,31,22,1,2,15,19
CLEVELAND CAVALIERS,2018-01-03,240,31,89,8,32,18,18,9,39,16,6,7,14,17
BOSTON CELTICS,2018-01-03,240,41,92,12,36,8,11,9,43,27,9,2,15,20
MINNESOTA TIMBERWOLVES,2018-01-03,240,36,80,1,11,24,30,7,25,10,9,4,8,12
BROOKLYN NETS,2018-01-03,240,37,72,14,30,10,11,4,34,22,3,3,19,23
TORONTO RAPTORS,2018-01-03,240,45,92,15,38,19,19,7,42,23,9,5,11,20
CHICAGO BULLS,2018-01-03,240,43,93,13,33,16,19,9,34,29,5,2,13,20
GOLDEN STATE WARRIORS,2018-01-03,240,48,91,13,32,16,19,7,39,36,8,7,14,21
DALLAS MAVERICKS,2018-01-03,240,43,90,19,43,17,22,7,33,29,6,2,12,17
PHOENIX SUNS,2018-01-03,240,39,92,13,35,20,28,14,21,26,12,1,12,18
DENVER NUGGETS,2018-01-03,240,51,82,12,27,20,22,8,40,35,8,9,20,16
OKLAHOMA CITY THUNDER,2018-01-03,240,56,93,14,30,7,9,7,37,36,12,5,9,17
LOS ANGELES LAKERS,2018-01-03,240,38,92,11,33,9,15,16,29,24,5,4,17,10
DETROIT PISTONS,2018-01-03,240,41,86,9,24,13,16,5,30,21,4,2,9,14
MIAMI HEAT,2018-01-03,240,43,84,17,34,8,11,7,34,29,6,3,12,16
INDIANA PACERS,2018-01-03,240,41,84,3,15,16,19,8,22,24,7,2,14,20
MILWAUKEE BUCKS,2018-01-03,240,44,75,9,17,25,28,6,28,33,8,5,16,23
HOUSTON ROCKETS,2018-01-03,240,42,89,15,34,17,21,9,42,25,6,3,15,19
ORLANDO MAGIC,2018-01-03,240,35,91,6,31,22,25,9,39,16,7,3,12,19
SAN ANTONIO SPURS,2018-01-03,240,39,87,8,25,20,23,12,31,15,4,4,15,25
PHILADELPHIA 76ERS,2018-01-03,240,36,80,7,22,33,43,13,32,23,10,5,13,21
NEW ORLEANS PELICANS,2018-01-03,240,41,82,14,30,12,12,7,35,23,8,2,20,18
UTAH JAZZ,2018-01-03,240,38,84,7,32,15,17,6,30,23,12,1,14,21
NEW YORK KNICKS,2018-01-03,240,41,86,7,19,14,18,8,28,19,7,5,14,20
WASHINGTON WIZARDS,2018-01-03,240,48,81,9,23,16,26,6,36,27,9,5,12,21
GOLDEN STATE WARRIORS,2018-01-04,240,48,87,13,30,15,20,6,39,35,6,6,12,18
HOUSTON ROCKETS,2018-01-04,240,42,89,17,50,13,22,6,32,20,7,3,10,17
OKLAHOMA CITY THUNDER,2018-01-04,240,51,95,15,34,10,14,11,35,23,4,6,13,23
LOS ANGELES CLIPPERS,2018-01-04,240,45,100,9,30,18,23,15,30,29,5,2,10,15
MINNESOTA TIMBERWOLVES,2018-01-05,240,28,76,7,23,21,28,9,34,15,6,5,12,15
BOSTON CELTICS,2018-01-05,240,38,94,6,36,9,13,17,39,24,6,4,10,22
CHICAGO BULLS,2018-01-05,240,44,78,14,28,25,31,8,34,25,9,3,18,19
DALLAS MAVERICKS,2018-01-05,240,49,92,14,32,12,17,7,27,33,11,2,13,24
UTAH JAZZ,2018-01-05,240,38,84,12,33,3,6,8,45,26,7,5,17,16
DENVER NUGGETS,2018-01-05,240,38,86,14,35,9,15,4,33,24,9,1,10,11
CHARLOTTE HORNETS,2018-01-05,240,42,99,12,33,12,16,16,40,26,10,3,14,17
LOS ANGELES LAKERS,2018-01-05,240,38,94,9,36,9,12,12,34,24,7,3,16,19
WASHINGTON WIZARDS,2018-01-05,240,33,84,10,27,26,34,12,36,21,7,7,13,23
MEMPHIS GRIZZLIES,2018-01-05,240,35,86,10,30,20,26,11,35,20,6,9,16,25
NEW YORK KNICKS,2018-01-05,265,39,80,5,13,20,23,8,31,14,11,7,19,26
MIAMI HEAT,2018-01-05,265,38,94,12,42,19,20,15,29,24,10,5,14,19
TORONTO RAPTORS,2018-01-05,240,48,86,10,33,23,28,12,31,25,9,5,11,22
MILWAUKEE BUCKS,2018-01-05,240,41,77,7,17,21,29,5,23,26,4,4,11,23
DETROIT PISTONS,2018-01-05,240,30,78,7,22,11,19,6,28,20,9,4,12,14
PHILADELPHIA 76ERS,2018-01-05,240,44,90,14,30,12,13,13,42,29,5,4,12,17
ATLANTA HAWKS,2018-01-05,240,30,83,8,26,21,25,11,28,14,7,5,16,16
PORTLAND TRAIL BLAZERS,2018-01-05,240,43,80,13,30,11,14,6,38,30,11,5,15,20
PHOENIX SUNS,2018-01-05,240,35,83,7,30,12,18,9,37,22,11,2,23,23
SAN ANTONIO SPURS,2018-01-05,240,41,87,11,30,10,18,7,37,21,15,6,15,16
BOSTON CELTICS,2018-01-06,240,37,98,5,18,8,15,12,32,12,8,13,4,17
BROOKLYN NETS,2018-01-06,240,30,91,6,31,19,22,12,43,11,2,11,16,14
HOUSTON ROCKETS,2018-01-06,240,38,90,15,47,10,11,12,30,29,5,4,13,20
DETROIT PISTONS,2018-01-06,240,38,75,12,25,20,27,5,30,21,8,4,11,15
CHICAGO BULLS,2018-01-06,240,30,80,10,32,16,20,9,25,15,4,6,16,15
INDIANA PACERS,2018-01-06,240,48,86,15,31,14,18,10,39,24,9,4,12,19
GOLDEN STATE WARRIORS,2018-01-06,240,39,94,13,39,30,37,14,40,31,13,10,16,25
LOS ANGELES CLIPPERS,2018-01-06,240,39,91,3,11,24,30,10,35,19,10,7,18,25
NEW ORLEANS PELICANS,2018-01-06,240,33,78,6,29,26,28,7,31,20,5,6,15,19
MINNESOTA TIMBERWOLVES,2018-01-06,240,44,90,9,18,19,21,13,34,26,10,5,9,20
CLEVELAND CAVALIERS,2018-01-06,240,47,94,15,34,22,31,14,31,25,11,2,17,26
ORLANDO MAGIC,2018-01-06,240,49,98,14,37,15,22,14,32,29,5,2,19,28
DENVER NUGGETS,2018-01-06,240,35,76,13,34,15,21,8,38,20,2,6,25,17
SACRAMENTO KINGS,2018-01-06,240,42,94,9,25,13,17,10,29,21,16,4,9,22
MILWAUKEE BUCKS,2018-01-06,240,39,80,7,22,25,30,10,35,20,11,6,15,26
WASHINGTON WIZARDS,2018-01-06,240,37,78,8,21,21,29,4,30,25,6,6,14,22
NEW YORK KNICKS,2018-01-07,240,38,83,6,16,18,20,10,49,22,4,6,16,23
DALLAS MAVERICKS,2018-01-07,240,35,92,6,24,20,24,9,31,22,7,3,7,20
ATLANTA HAWKS,2018-01-07,240,41,94,12,34,19,23,10,27,22,5,4,15,16
LOS ANGELES LAKERS,2018-01-07,240,48,86,16,36,20,25,6,43,32,13,6,18,25
UTAH JAZZ,2018-01-07,240,37,82,10,32,18,20,8,36,15,6,5,11,18
MIAMI HEAT,2018-01-07,240,40,83,9,29,14,20,8,29,21,6,6,8,16
OKLAHOMA CITY THUNDER,2018-01-07,240,40,86,8,27,12,21,8,34,23,7,7,11,17
PHOENIX SUNS,2018-01-07,240,39,88,17,39,19,23,12,31,24,6,6,7,19
SAN ANTONIO SPURS,2018-01-07,240,40,81,11,23,19,26,10,32,26,4,5,14,16
PORTLAND TRAIL BLAZERS,2018-01-07,240,48,92,8,23,7,10,9,29,19,7,5,9,24
TORONTO RAPTORS,2018-01-08,265,43,101,10,34,18,23,8,43,19,7,12,15,27
BROOKLYN NETS,2018-01-08,265,39,100,12,33,23,28,11,44,22,8,2,16,27
HOUSTON ROCKETS,2018-01-08,240,39,86,20,54,18,24,11,40,28,6,6,16,14
CHICAGO BULLS,2018-01-08,240,40,86,12,28,15,18,3,34,26,6,5,11,17
DENVER NUGGETS,2018-01-08,240,47,95,8,19,12,16,13,26,30,8,3,11,16
GOLDEN STATE WARRIORS,2018-01-08,240,48,85,13,30,15,21,10,33,33,7,10,16,15
MILWAUKEE BUCKS,2018-01-08,240,34,74,7,27,21,27,5,29,18,11,4,17,24
INDIANA PACERS,2018-01-08,240,44,79,7,22,14,20,8,32,30,9,5,16,23
ATLANTA HAWKS,2018-01-08,240,38,96,10,37,21,29,19,37,20,9,8,14,26
LOS ANGELES CLIPPERS,2018-01-08,240,38,85,9,18,23,34,14,33,16,10,9,16,25
CLEVELAND CAVALIERS,2018-01-08,240,37,84,13,38,12,16,8,29,26,0,4,13,15
MINNESOTA TIMBERWOLVES,2018-01-08,240,52,100,10,31,13,17,15,41,30,6,2,5,17
DETROIT PISTONS,2018-01-08,240,41,93,8,27,19,22,12,27,22,5,4,12,18
NEW ORLEANS PELICANS,2018-01-08,240,46,82,6,22,14,21,9,32,31,7,9,16,18
SAN ANTONIO SPURS,2018-01-08,240,44,90,11,26,8,13,8,29,23,11,4,10,12
SACRAMENTO KINGS,2018-01-08,240,40,82,8,23,12,16,8,37,19,6,1,18,14
ORLANDO MAGIC,2018-01-09,240,36,79,11,29,16,22,9,32,27,2,4,13,23
DALLAS MAVERICKS,2018-01-09,240,43,83,9,26,19,22,5,33,27,6,2,4,22
SACRAMENTO KINGS,2018-01-09,240,30,87,8,21,18,27,10,33,15,15,4,16,19
LOS ANGELES LAKERS,2018-01-09,240,37,77,12,35,13,21,9,46,30,12,4,25,23
PORTLAND TRAIL BLAZERS,2018-01-09,240,43,81,10,23,21,26,8,34,19,10,2,15,20
OKLAHOMA CITY THUNDER,2018-01-09,240,37,84,13,31,19,26,11,27,20,6,4,14,17
MIAMI HEAT,2018-01-09,240,39,97,4,22,8,10,20,44,18,2,14,13,19
TORONTO RAPTORS,2018-01-09,240,35,90,7,21,12,15,7,30,15,7,12,5,16
DETROIT PISTONS,2018-01-10,240,48,93,10,21,8,12,11,43,24,10,4,13,14
BROOKLYN NETS,2018-01-10,240,27,74,12,37,14,15,2,33,19,11,2,17,11
DALLAS MAVERICKS,2018-01-10,240,39,83,15,36,22,28,3,36,23,7,7,8,22
CHARLOTTE HORNETS,2018-01-10,240,43,84,10,26,15,30,4,39,16,6,5,11,22
ATLANTA HAWKS,2018-01-10,240,40,80,12,27,18,18,6,38,25,6,4,16,23
DENVER NUGGETS,2018-01-10,240,38,95,9,37,12,20,14,26,27,13,6,12,18
LOS ANGELES CLIPPERS,2018-01-10,240,46,94,11,24,22,28,11,35,24,9,3,14,19
GOLDEN STATE WARRIORS,2018-01-10,240,38,79,8,23,22,26,4,29,26,9,6,16,21
PORTLAND TRAIL BLAZERS,2018-01-10,240,40,83,9,26,23,32,6,34,21,5,6,12,26
HOUSTON ROCKETS,2018-01-10,240,45,100,12,38,19,25,17,32,25,7,5,13,30
MIAMI HEAT,2018-01-10,240,43,81,13,30,15,21,6,31,25,6,6,15,25
INDIANA PACERS,2018-01-10,240,43,87,1,18,19,29,12,33,13,7,3,14,23
NEW ORLEANS PELICANS,2018-01-10,240,34,77,11,35,23,34,9,31,20,5,7,12,26
MEMPHIS GRIZZLIES,2018-01-10,240,37,88,5,19,26,32,14,36,21,7,5,9,26
ORLANDO MAGIC,2018-01-10,240,39,90,8,29,17,18,8,26,26,6,4,8,21
MILWAUKEE BUCKS,2018-01-10,240,45,82,4,19,16,25,11,36,20,4,9,14,21
OKLAHOMA CITY THUNDER,2018-01-10,240,32,80,6,25,18,24,10,31,13,9,2,18,22
MINNESOTA TIMBERWOLVES,2018-01-10,240,39,80,7,20,19,27,11,34,22,11,5,14,22
CHICAGO BULLS,2018-01-10,290,45,98,15,33,17,20,10,38,21,10,5,16,19
NEW YORK KNICKS,2018-01-10,290,48,96,10,22,13,21,11,40,24,5,9,18,20
UTAH JAZZ,2018-01-10,240,43,92,11,33,10,13,11,28,23,15,3,12,17
WASHINGTON WIZARDS,2018-01-10,240,41,78,10,25,12,17,9,36,25,8,1,23,17
SAN ANTONIO SPURS,2018-01-11,240,31,76,8,20,11,15,7,38,21,6,5,20,15
LOS ANGELES LAKERS,2018-01-11,240,36,87,13,38,8,14,12,35,22,15,4,15,17
BOSTON CELTICS,2018-01-11,240,43,89,13,35,15,19,11,35,24,11,2,18,18
PHILADELPHIA 76ERS,2018-01-11,240,38,82,11,28,16,18,3,34,20,12,4,19,19
LOS ANGELES CLIPPERS,2018-01-11,240,43,84,13,31,22,30,8,31,28,9,5,17,19
SACRAMENTO KINGS,2018-01-11,240,42,85,8,26,23,28,10,34,23,9,3,15,25
CLEVELAND CAVALIERS,2018-01-11,240,34,89,6,26,25,30,9,26,18,3,4,9,16
TORONTO RAPTORS,2018-01-11,240,53,106,18,42,9,13,18,45,31,3,7,9,25
BROOKLYN NETS,2018-01-12,240,40,87,13,34,17,26,13,30,29,8,1,14,24
ATLANTA HAWKS,2018-01-12,240,37,80,11,28,20,26,8,38,21,6,3,18,25
UTAH JAZZ,2018-01-12,240,28,77,12,35,20,23,8,37,19,5,8,14,26
CHARLOTTE HORNETS,2018-01-12,240,32,78,9,27,26,34,8,38,17,8,2,12,19
MEMPHIS GRIZZLIES,2018-01-12,240,30,77,7,24,11,14,8,28,17,8,5,14,28
DENVER NUGGETS,2018-01-12,240,27,70,7,22,26,32,12,35,15,8,3,14,18
CLEVELAND CAVALIERS,2018-01-12,240,37,85,7,34,14,19,9,37,19,12,5,11,15
INDIANA PACERS,2018-01-12,240,39,85,10,21,9,12,6,38,16,5,4,14,18
GOLDEN STATE WARRIORS,2018-01-12,240,44,79,5,15,15,18,10,33,28,7,3,11,13
MILWAUKEE BUCKS,2018-01-12,240,36,85,11,28,11,12,8,25,21,9,6,12,20
NEW YORK KNICKS,2018-01-12,240,45,83,12,24,6,9,9,27,25,6,6,16,17
MINNESOTA TIMBERWOLVES,2018-01-12,240,49,95,10,27,10,16,16,27,33,12,4,12,12
PORTLAND TRAIL BLAZERS,2018-01-12,240,45,101,12,42,11,14,14,25,24,13,6,11,22
NEW ORLEANS PELICANS,2018-01-12,240,45,82,7,19,22,23,9,34,26,7,6,18,16
HOUSTON ROCKETS,2018-01-12,240,39,94,15,47,19,22,14,39,18,11,4,11,14
PHOENIX SUNS,2018-01-12,240,37,80,14,33,7,9,4,34,27,5,3,19,19
ORLANDO MAGIC,2018-01-12,240,41,80,12,29,25,31,12,28,32,7,3,15,21
WASHINGTON WIZARDS,2018-01-12,240,54,95,4,16,13,19,14,27,26,9,6,11,22
