team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,season
OKLAHOMA CITY THUNDER,2016-05-02,240,38,79,5,19,17,21,9,39,16,8,8,18,19,0.555,0.513,0.24100000000000002,0.266,24.3,81.3,56.5,42.1,8.3,11.3,16.9,100,101.5,100.5,2015-2016
SAN ANTONIO SPURS,2016-05-02,240,40,94,6,23,11,13,9,28,19,10,6,10,16,0.486,0.457,0.245,0.138,18.8,75.7,43.5,47.5,10.4,10.0,9.1,100,100.5,101.5,2015-2016
PORTLAND TRAIL BLAZERS,2016-05-03,240,36,81,13,30,14,21,6,33,22,5,5,17,25,0.5489999999999999,0.525,0.37,0.259,13.6,76.7,44.8,61.1,5.1,7.5,15.9,100,100.7,111.9,2015-2016
GOLDEN STATE WARRIORS,2016-05-03,240,42,91,8,24,18,20,10,38,21,4,9,10,23,0.551,0.505,0.264,0.22,23.3,86.4,55.2,50.0,4.1,17.6,9.1,100,111.9,100.7,2015-2016
MIAMI HEAT,2016-05-03,265,40,89,8,11,14,21,11,41,12,12,4,17,17,0.519,0.494,0.124,0.23600000000000002,22.9,91.1,55.9,30.0,11.6,5.9,14.8,100,98.2,92.4,2015-2016
TORONTO RAPTORS,2016-05-03,265,40,89,5,21,11,15,4,37,19,10,6,15,25,0.502,0.478,0.23600000000000002,0.16899999999999998,8.9,77.1,44.1,47.5,9.6,7.7,13.6,100,92.4,98.2,2015-2016
ATLANTA HAWKS,2016-05-04,240,30,71,11,27,27,30,8,32,18,3,3,16,23,0.5820000000000001,0.5,0.38,0.423,20.5,72.7,48.2,60.0,3.3,7.1,16.0,100,108.4,136.1,2015-2016
CLEVELAND CAVALIERS,2016-05-04,240,41,87,25,45,16,23,12,31,27,8,1,8,22,0.633,0.615,0.517,0.264,27.3,79.5,51.8,65.9,8.9,2.3,7.6,100,136.1,108.4,2015-2016
MIAMI HEAT,2016-05-05,265,39,79,5,14,9,13,9,36,14,6,7,21,21,0.5429999999999999,0.525,0.177,0.165,25.7,73.5,53.6,35.9,6.3,9.3,19.9,100,96.2,100.4,2015-2016
TORONTO RAPTORS,2016-05-05,265,39,93,4,18,14,26,13,26,14,15,1,9,21,0.46,0.441,0.19399999999999998,0.28,26.5,74.3,46.4,35.9,15.7,1.5,7.9,100,100.4,96.2,2015-2016
CLEVELAND CAVALIERS,2016-05-06,240,42,85,21,39,16,27,18,37,26,9,1,18,21,0.624,0.618,0.45899999999999996,0.318,45.0,86.0,66.3,61.9,9.5,2.0,15.7,100,127.7,114.0,2015-2016
ATLANTA HAWKS,2016-05-06,240,41,84,16,34,10,12,6,22,29,8,7,14,21,0.605,0.583,0.405,0.14300000000000002,14.0,55.0,33.7,70.7,8.4,15.2,13.6,100,114.0,127.7,2015-2016
SAN ANTONIO SPURS,2016-05-06,240,33,76,10,19,24,34,4,33,19,8,6,8,19,0.55,0.5,0.25,0.447,11.4,75.0,46.8,57.6,8.7,11.5,8.1,100,109.0,104.6,2015-2016
OKLAHOMA CITY THUNDER,2016-05-06,240,34,82,10,30,18,20,11,31,14,5,5,14,23,0.529,0.47600000000000003,0.366,0.244,25.0,88.6,53.2,41.2,5.4,8.8,13.4,100,104.6,109.0,2015-2016
TORONTO RAPTORS,2016-05-07,240,33,70,8,18,21,28,6,29,16,5,0,13,22,0.5770000000000001,0.529,0.257,0.4,16.7,78.4,47.9,48.5,5.8,0.0,13.6,100,109.8,105.2,2015-2016
MIAMI HEAT,2016-05-07,240,33,77,4,18,21,24,8,30,11,8,2,9,24,0.52,0.455,0.23399999999999999,0.312,21.6,83.3,52.1,33.3,9.2,3.8,9.3,100,105.2,109.8,2015-2016
GOLDEN STATE WARRIORS,2016-05-07,240,42,88,14,29,10,17,11,31,29,4,6,12,20,0.5660000000000001,0.557,0.33,0.193,26.8,73.8,50.6,69.0,4.2,10.7,11.2,100,114.7,127.5,2015-2016
PORTLAND TRAIL BLAZERS,2016-05-07,240,40,86,17,30,23,29,11,30,19,5,4,10,19,0.608,0.564,0.349,0.337,26.2,73.2,49.4,47.5,5.3,6.8,9.2,100,127.5,114.7,2015-2016
CLEVELAND CAVALIERS,2016-05-08,240,38,88,16,37,8,13,14,27,23,6,7,15,14,0.534,0.523,0.42,0.14800000000000002,29.8,75.0,49.4,60.5,6.6,13.5,13.8,100,110.3,109.2,2015-2016
ATLANTA HAWKS,2016-05-08,240,40,83,9,31,10,14,9,33,22,10,7,12,16,0.555,0.536,0.373,0.16899999999999998,25.0,70.2,50.6,55.0,11.0,13.7,11.9,100,109.2,110.3,2015-2016
SAN ANTONIO SPURS,2016-05-08,240,40,85,2,12,15,16,9,25,12,11,2,12,21,0.527,0.48200000000000004,0.141,0.188,23.1,71.4,45.9,30.0,12.0,3.6,11.5,100,106.0,121.3,2015-2016
OKLAHOMA CITY THUNDER,2016-05-08,240,40,79,9,23,22,29,10,30,23,6,3,12,18,0.605,0.563,0.29100000000000004,0.36700000000000005,28.6,76.9,54.1,57.5,6.6,4.1,11.6,100,121.3,106.0,2015-2016
TORONTO RAPTORS,2016-05-09,265,33,84,6,20,15,19,7,32,12,7,2,14,23,0.47100000000000003,0.429,0.23800000000000002,0.226,17.5,84.2,50.0,36.4,7.4,3.1,13.2,100,91.8,99.1,2015-2016
MIAMI HEAT,2016-05-09,265,36,80,1,15,21,25,6,33,15,9,5,11,15,0.516,0.456,0.188,0.313,15.8,82.5,50.0,41.7,9.5,7.8,10.8,100,99.1,91.8,2015-2016
GOLDEN STATE WARRIORS,2016-05-09,265,44,95,17,40,27,33,10,39,22,13,10,14,27,0.603,0.5529999999999999,0.42100000000000004,0.34700000000000003,22.7,68.4,48.5,50.0,11.5,14.9,11.3,100,117.0,110.8,2015-2016
PORTLAND TRAIL BLAZERS,2016-05-09,265,43,106,15,39,24,33,18,34,22,8,3,18,29,0.519,0.47600000000000003,0.368,0.311,31.6,77.3,51.5,51.2,7.1,5.5,13.0,100,110.8,117.0,2015-2016
OKLAHOMA CITY THUNDER,2016-05-10,240,34,78,7,20,20,26,15,39,18,6,6,20,22,0.531,0.48100000000000004,0.256,0.33299999999999996,36.6,79.6,60.0,52.9,6.6,8.6,18.3,100,104.7,100.3,2015-2016
SAN ANTONIO SPURS,2016-05-10,240,35,88,8,18,13,17,10,26,19,11,6,7,19,0.47700000000000004,0.44299999999999995,0.205,0.193,20.4,63.4,40.0,54.3,12.1,10.3,6.8,100,100.3,104.7,2015-2016
PORTLAND TRAIL BLAZERS,2016-05-11,240,38,92,16,36,29,39,13,34,20,9,4,10,23,0.5539999999999999,0.5,0.391,0.424,27.1,79.1,51.6,52.6,8.8,7.7,8.4,100,118.4,122.3,2015-2016
GOLDEN STATE WARRIORS,2016-05-11,240,43,84,14,32,25,29,9,35,28,5,4,16,25,0.6459999999999999,0.595,0.381,0.345,20.9,72.9,48.4,65.1,4.9,7.1,14.2,100,122.3,118.4,2015-2016
MIAMI HEAT,2016-05-11,240,31,77,6,21,23,28,13,31,12,4,2,13,22,0.509,0.442,0.273,0.364,31.7,73.8,53.0,38.7,4.6,3.1,12.7,100,105.1,114.4,2015-2016
TORONTO RAPTORS,2016-05-11,240,35,81,7,17,22,26,11,28,16,10,7,9,20,0.535,0.475,0.21,0.321,26.2,68.3,47.0,45.7,11.6,12.5,8.9,100,114.4,105.1,2015-2016
SAN ANTONIO SPURS,2016-05-12,240,40,93,6,17,13,16,10,30,19,7,3,10,21,0.495,0.462,0.183,0.172,21.7,68.2,44.4,47.5,7.4,4.8,9.1,100,104.7,119.5,2015-2016
OKLAHOMA CITY THUNDER,2016-05-12,240,40,85,6,22,27,31,14,36,21,7,7,10,18,0.573,0.506,0.259,0.365,31.8,78.3,55.6,52.5,7.4,9.2,9.2,100,119.5,104.7,2015-2016
TORONTO RAPTORS,2016-05-13,240,34,82,4,16,19,25,8,35,10,4,4,8,18,0.489,0.439,0.195,0.305,19.0,83.3,51.2,29.4,4.4,6.3,7.9,100,100.3,113.6,2015-2016
MIAMI HEAT,2016-05-13,240,40,84,7,21,16,20,7,34,15,2,6,7,18,0.555,0.518,0.25,0.23800000000000002,16.7,81.0,48.8,37.5,2.2,9.1,7.0,100,113.6,100.3,2015-2016
MIAMI HEAT,2016-05-15,240,32,72,7,25,18,23,7,23,16,6,7,13,29,0.542,0.493,0.34700000000000003,0.319,18.9,53.5,37.5,50.0,6.9,10.8,13.7,100,102.1,133.0,2015-2016
TORONTO RAPTORS,2016-05-15,240,39,85,9,20,29,43,20,30,17,8,4,9,23,0.5579999999999999,0.512,0.235,0.506,46.5,81.1,62.5,43.6,9.2,8.5,8.0,100,133.0,102.1,2015-2016
OKLAHOMA CITY THUNDER,2016-05-16,240,39,89,8,17,22,32,10,42,22,12,6,11,15,0.524,0.483,0.191,0.36,21.7,84.0,54.2,56.4,11.8,9.8,9.6,100,105.8,99.9,2015-2016
GOLDEN STATE WARRIORS,2016-05-16,240,40,91,11,30,11,17,8,36,26,8,4,14,22,0.518,0.5,0.33,0.187,16.0,78.3,45.8,65.0,7.8,5.6,12.4,100,99.9,105.8,2015-2016
TORONTO RAPTORS,2016-05-17,240,32,76,5,24,15,20,4,19,19,8,1,14,25,0.495,0.45399999999999996,0.316,0.263,10.3,65.5,33.8,59.4,8.7,1.9,14.2,100,91.2,124.9,2015-2016
CLEVELAND CAVALIERS,2016-05-17,240,41,74,7,20,26,33,10,35,22,9,4,16,20,0.65,0.601,0.27,0.446,34.5,89.7,66.2,53.7,9.8,7.7,15.3,100,124.9,91.2,2015-2016
OKLAHOMA CITY THUNDER,2016-05-18,240,35,78,7,23,14,19,7,29,22,9,4,15,22,0.527,0.494,0.295,0.244,18.9,65.9,44.4,62.9,9.7,7.0,14.8,100,98.5,127.7,2015-2016
GOLDEN STATE WARRIORS,2016-05-18,240,43,85,13,28,19,28,15,30,26,9,3,12,21,0.606,0.5820000000000001,0.32899999999999996,0.32899999999999996,34.1,81.1,55.6,60.5,9.7,5.5,11.0,100,127.7,98.5,2015-2016
TORONTO RAPTORS,2016-05-19,240,33,82,9,33,14,18,7,31,17,6,4,12,31,0.495,0.457,0.402,0.22,15.2,81.6,45.2,51.5,6.5,7.3,11.8,100,95.9,116.4,2015-2016
CLEVELAND CAVALIERS,2016-05-19,240,38,76,7,21,25,37,7,39,24,5,2,9,16,0.585,0.546,0.276,0.48700000000000004,18.4,84.8,54.8,63.2,5.4,4.1,8.9,100,116.4,95.9,2015-2016
CLEVELAND CAVALIERS,2016-05-21,240,28,79,14,41,14,16,8,32,15,7,5,9,10,0.488,0.44299999999999995,0.519,0.203,16.0,72.7,42.6,53.6,8.2,9.6,9.5,100,99.0,116.7,2015-2016
TORONTO RAPTORS,2016-05-21,240,38,83,12,31,11,13,12,42,15,1,4,9,17,0.5579999999999999,0.53,0.373,0.157,27.3,84.0,57.4,39.5,1.2,10.5,9.2,100,116.7,99.0,2015-2016
GOLDEN STATE WARRIORS,2016-05-22,240,38,92,10,32,19,25,10,28,19,9,1,13,21,0.51,0.467,0.348,0.272,19.6,71.8,42.2,50.0,8.6,1.5,11.2,100,100.7,127.5,2015-2016
OKLAHOMA CITY THUNDER,2016-05-22,240,46,92,8,25,33,37,11,41,21,6,8,12,23,0.614,0.5429999999999999,0.272,0.402,28.2,80.4,57.8,45.7,5.8,13.3,10.0,100,127.5,100.7,2015-2016
CLEVELAND CAVALIERS,2016-05-23,240,39,83,13,41,8,9,10,28,23,5,2,10,17,0.569,0.5479999999999999,0.494,0.10800000000000001,27.8,75.7,52.1,59.0,6.0,3.6,10.3,100,118.0,125.2,2015-2016
TORONTO RAPTORS,2016-05-23,240,42,78,7,22,14,19,9,26,17,8,3,8,16,0.608,0.583,0.282,0.244,24.3,72.2,47.9,40.5,9.5,7.1,8.5,100,125.2,118.0,2015-2016
GOLDEN STATE WARRIORS,2016-05-24,240,33,80,9,30,19,29,8,32,15,11,4,21,26,0.507,0.469,0.375,0.363,16.7,66.7,41.7,45.5,10.5,6.3,18.5,100,89.9,112.9,2015-2016
OKLAHOMA CITY THUNDER,2016-05-24,240,39,90,9,26,31,40,16,40,23,16,8,17,22,0.5479999999999999,0.483,0.289,0.444,33.3,83.3,58.3,59.0,15.3,16.0,13.6,100,112.9,89.9,2015-2016
TORONTO RAPTORS,2016-05-25,240,27,69,3,17,21,35,5,22,19,9,3,18,25,0.462,0.413,0.24600000000000002,0.507,11.6,68.8,36.0,70.4,9.6,5.4,17.6,100,83.3,123.8,2015-2016
CLEVELAND CAVALIERS,2016-05-25,240,44,77,10,21,18,24,10,38,23,11,6,16,26,0.662,0.636,0.273,0.312,31.3,88.4,64.0,52.3,11.7,11.5,15.4,100,123.8,83.3,2015-2016
OKLAHOMA CITY THUNDER,2016-05-26,240,39,91,13,30,20,24,13,32,23,8,2,17,26,0.546,0.5,0.33,0.264,27.7,74.4,50.0,59.0,7.9,3.3,14.3,100,109.1,117.9,2015-2016
GOLDEN STATE WARRIORS,2016-05-26,240,40,85,9,24,31,34,11,34,25,13,7,15,18,0.6,0.524,0.282,0.4,25.6,72.3,50.0,62.5,12.8,11.5,13.0,100,117.9,109.1,2015-2016
CLEVELAND CAVALIERS,2016-05-27,240,40,74,17,31,16,21,4,34,22,6,6,10,18,0.679,0.655,0.419,0.284,13.3,82.9,53.5,55.0,6.8,11.1,10.7,100,127.7,98.3,2015-2016
TORONTO RAPTORS,2016-05-27,240,33,79,8,25,13,17,7,26,10,6,2,12,19,0.503,0.46799999999999997,0.316,0.215,17.1,86.7,46.5,30.3,6.8,4.7,12.2,100,98.3,127.7,2015-2016
GOLDEN STATE WARRIORS,2016-05-28,240,36,88,21,45,15,24,13,31,23,11,4,14,25,0.5479999999999999,0.528,0.511,0.273,28.3,66.0,47.3,63.9,11.3,6.0,12.4,100,110.9,103.7,2015-2016
OKLAHOMA CITY THUNDER,2016-05-28,240,38,90,3,23,22,32,16,33,16,9,10,15,22,0.485,0.439,0.256,0.35600000000000004,34.0,71.7,52.7,42.1,9.2,23.3,12.6,100,103.7,110.9,2015-2016
OKLAHOMA CITY THUNDER,2016-05-30,240,34,89,7,27,13,17,14,33,20,3,5,7,11,0.456,0.42100000000000004,0.303,0.191,28.0,76.7,50.5,58.8,3.5,10.4,6.8,100,101.4,110.6,2015-2016
GOLDEN STATE WARRIORS,2016-05-30,240,37,85,17,37,5,8,10,36,20,4,4,11,16,0.542,0.535,0.435,0.094,23.3,72.0,49.5,54.1,4.6,6.5,11.1,100,110.6,101.4,2015-2016
CLEVELAND CAVALIERS,2016-06-02,240,32,84,7,21,18,20,15,32,17,7,4,15,17,0.48,0.423,0.25,0.23800000000000002,31.9,78.0,53.4,53.1,7.8,6.7,13.9,100,99.5,116.3,2015-2016
GOLDEN STATE WARRIORS,2016-06-02,240,43,87,9,27,9,10,9,32,29,9,4,9,16,0.569,0.546,0.31,0.115,22.0,68.1,46.6,67.4,10.1,6.3,9.0,100,116.3,99.5,2015-2016
CLEVELAND CAVALIERS,2016-06-05,240,28,79,5,23,16,24,9,25,15,15,3,17,19,0.43,0.386,0.29100000000000004,0.304,20.9,67.6,42.5,53.6,16.1,6.3,16.0,100,82.6,118.1,2015-2016
GOLDEN STATE WARRIORS,2016-06-05,240,44,81,15,33,7,10,12,34,26,7,9,20,20,0.644,0.636,0.40700000000000003,0.12300000000000001,32.4,79.1,57.5,59.1,7.5,16.1,19.0,100,118.1,82.6,2015-2016
GOLDEN STATE WARRIORS,2016-06-08,240,32,76,9,33,17,26,8,24,21,5,4,18,23,0.515,0.48,0.434,0.342,18.6,58.5,38.1,65.6,5.3,6.1,17.1,100,96.1,128.1,2015-2016
CLEVELAND CAVALIERS,2016-06-08,240,48,91,12,25,12,17,17,35,23,8,3,13,25,0.609,0.593,0.275,0.187,41.5,81.4,61.9,47.9,8.5,7.0,11.7,100,128.1,96.1,2015-2016
GOLDEN STATE WARRIORS,2016-06-10,240,33,81,17,36,25,31,14,29,23,7,6,8,22,0.5710000000000001,0.512,0.444,0.38299999999999995,36.8,64.4,51.8,69.7,8.3,10.7,7.8,100,128.2,115.1,2015-2016
CLEVELAND CAVALIERS,2016-06-10,240,38,81,6,25,15,26,16,24,15,5,6,11,24,0.525,0.506,0.309,0.321,35.6,63.2,48.2,39.5,5.9,13.3,10.6,100,115.1,128.2,2015-2016
CLEVELAND CAVALIERS,2016-06-13,240,44,83,10,24,14,23,8,33,15,11,9,16,22,0.601,0.59,0.289,0.27699999999999997,21.1,71.7,48.8,34.1,11.1,20.0,14.7,100,113.2,98.0,2015-2016
GOLDEN STATE WARRIORS,2016-06-13,240,32,88,14,43,19,26,13,30,18,6,9,17,21,0.488,0.44299999999999995,0.489,0.295,28.3,78.9,51.2,56.3,6.1,15.3,14.6,100,98.0,113.2,2015-2016
GOLDEN STATE WARRIORS,2016-06-16,240,33,82,15,39,20,29,9,26,19,5,3,14,25,0.5329999999999999,0.494,0.47600000000000003,0.354,19.6,76.5,43.8,57.6,5.3,6.0,12.9,100,107.5,122.5,2015-2016
CLEVELAND CAVALIERS,2016-06-16,240,40,77,10,27,25,32,8,37,24,12,7,10,25,0.631,0.584,0.35100000000000003,0.41600000000000004,23.5,80.4,56.3,60.0,12.8,16.3,9.9,100,122.5,107.5,2015-2016
CLEVELAND CAVALIERS,2016-06-19,240,33,82,6,25,21,25,9,39,17,7,6,11,15,0.5,0.439,0.305,0.305,22.0,84.8,55.2,51.5,7.7,14.3,10.6,100,102.5,98.1,2015-2016
GOLDEN STATE WARRIORS,2016-06-19,240,32,83,15,41,10,13,7,32,22,7,5,10,23,0.502,0.47600000000000003,0.494,0.157,15.2,78.0,44.8,68.8,7.7,8.8,10.1,100,98.1,102.5,2015-2016
NEW YORK KNICKS,2016-10-25,240,32,87,9,27,15,20,13,29,17,6,6,18,22,0.45899999999999996,0.42,0.31,0.23,24.5,72.5,45.2,53.1,6.0,10.2,15.8,100,88.1,117.1,2016-2017
CLEVELAND CAVALIERS,2016-10-25,240,45,94,13,35,14,19,11,40,31,12,5,14,22,0.5720000000000001,0.5479999999999999,0.37200000000000005,0.20199999999999999,27.5,75.5,54.8,68.9,12.0,8.3,12.0,100,117.1,88.1,2016-2017
SAN ANTONIO SPURS,2016-10-25,240,47,98,12,24,23,26,21,34,25,13,3,13,19,0.589,0.541,0.245,0.265,43.8,81.0,61.1,53.2,13.2,5.8,10.6,100,131.3,101.8,2016-2017
GOLDEN STATE WARRIORS,2016-10-25,240,40,85,7,33,13,18,8,27,24,11,6,16,19,0.5379999999999999,0.512,0.38799999999999996,0.212,19.0,56.3,38.9,60.0,11.2,8.1,14.7,100,101.8,131.3,2016-2017
UTAH JAZZ,2016-10-25,240,40,82,8,24,16,16,6,25,19,9,5,11,19,0.584,0.537,0.293,0.195,17.1,83.3,47.7,47.5,9.9,8.9,11.0,100,114.9,124.8,2016-2017
PORTLAND TRAIL BLAZERS,2016-10-25,240,39,75,13,19,22,22,5,29,22,5,3,12,18,0.667,0.607,0.253,0.293,16.7,82.9,52.3,56.4,5.5,5.2,12.4,100,124.8,114.9,2016-2017
BROOKLYN NETS,2016-10-26,240,43,97,15,44,16,20,15,29,22,8,3,16,19,0.5529999999999999,0.521,0.45399999999999996,0.20600000000000002,30.0,70.7,48.4,51.2,7.8,5.3,13.1,100,113.6,118.4,2016-2017
BOSTON CELTICS,2016-10-26,240,48,89,11,32,15,18,12,35,36,13,9,19,20,0.629,0.601,0.36,0.20199999999999999,29.3,70.0,51.6,75.0,12.6,17.0,16.4,100,118.4,113.6,2016-2017
DALLAS MAVERICKS,2016-10-26,265,45,104,18,48,13,18,10,39,26,8,8,15,27,0.541,0.519,0.462,0.17300000000000001,18.5,83.0,48.5,57.8,7.0,10.8,11.8,100,105.8,113.7,2016-2017
INDIANA PACERS,2016-10-26,265,47,93,10,19,26,34,8,44,30,11,6,16,23,0.602,0.5589999999999999,0.204,0.366,17.0,81.5,51.5,63.8,9.6,10.7,12.9,100,113.7,105.8,2016-2017
HOUSTON ROCKETS,2016-10-26,240,44,86,7,29,19,27,10,29,29,10,1,14,23,0.5820000000000001,0.552,0.337,0.314,26.3,72.5,50.0,65.9,10.1,1.9,12.5,100,114.7,120.7,2016-2017
LOS ANGELES LAKERS,2016-10-26,240,45,89,12,35,18,22,11,28,21,10,4,15,24,0.608,0.573,0.39299999999999996,0.247,27.5,73.7,50.0,46.7,10.1,7.0,13.2,100,120.7,114.7,2016-2017
MINNESOTA TIMBERWOLVES,2016-10-26,240,36,86,6,18,20,29,15,30,20,6,5,10,23,0.496,0.45299999999999996,0.209,0.337,30.6,73.2,50.0,55.6,6.6,8.9,9.2,100,107.5,111.8,2016-2017
MEMPHIS GRIZZLIES,2016-10-26,240,36,80,11,24,19,27,11,34,19,6,11,13,25,0.555,0.519,0.3,0.33799999999999997,26.8,69.4,50.0,52.8,6.6,16.2,12.4,100,111.8,107.5,2016-2017
CHARLOTTE HORNETS,2016-10-26,240,40,89,7,23,20,24,11,40,27,5,10,10,22,0.537,0.489,0.258,0.27,23.4,80.0,52.6,67.5,5.2,13.2,9.1,100,110.9,99.5,2016-2017
MILWAUKEE BUCKS,2016-10-26,240,39,92,3,16,15,20,10,36,23,4,5,8,22,0.47600000000000003,0.44,0.174,0.217,20.0,76.6,47.4,59.0,4.1,7.6,7.4,100,99.5,110.9,2016-2017
DENVER NUGGETS,2016-10-26,240,37,83,8,24,25,33,11,47,18,7,4,24,22,0.5489999999999999,0.494,0.289,0.39799999999999996,28.2,90.4,63.7,48.6,6.5,5.5,19.7,100,99.9,95.3,2016-2017
NEW ORLEANS PELICANS,2016-10-26,240,38,92,3,19,23,26,5,28,31,16,5,11,29,0.493,0.429,0.207,0.28300000000000003,9.6,71.8,36.3,81.6,14.9,8.5,9.6,100,95.3,99.9,2016-2017
MIAMI HEAT,2016-10-26,240,47,97,4,16,10,16,16,36,27,5,7,10,22,0.519,0.505,0.165,0.165,34.8,70.6,53.6,57.4,5.3,9.9,8.8,100,114.5,101.8,2016-2017
ORLANDO MAGIC,2016-10-26,240,34,89,6,18,22,28,15,30,20,5,4,11,15,0.474,0.41600000000000004,0.20199999999999999,0.315,29.4,65.2,46.4,58.8,5.3,4.9,9.8,100,101.8,114.5,2016-2017
OKLAHOMA CITY THUNDER,2016-10-26,240,39,94,6,22,19,26,13,40,19,7,3,10,23,0.488,0.447,0.23399999999999999,0.27699999999999997,25.5,88.9,55.2,48.7,7.0,5.0,8.7,100,102.6,96.7,2016-2017
PHILADELPHIA 76ERS,2016-10-26,240,36,84,7,24,18,25,5,38,21,5,10,13,22,0.511,0.47,0.28600000000000003,0.298,11.1,74.5,44.8,58.3,5.0,13.9,12.0,100,96.7,102.6,2016-2017
SACRAMENTO KINGS,2016-10-26,240,44,86,6,21,19,26,10,31,24,5,5,13,20,0.58,0.547,0.244,0.302,24.4,75.6,50.0,54.5,5.2,8.2,11.8,100,116.8,97.1,2016-2017
PHOENIX SUNS,2016-10-26,240,36,77,4,16,18,27,10,31,20,6,3,18,29,0.529,0.494,0.20800000000000002,0.35100000000000003,24.4,75.6,50.0,55.6,6.2,4.6,16.8,100,97.1,116.8,2016-2017
DETROIT PISTONS,2016-10-26,240,35,84,4,22,17,22,8,32,17,8,0,13,24,0.486,0.44,0.262,0.262,17.8,69.6,44.0,48.6,8.4,0.0,12.2,100,95.6,114.5,2016-2017
TORONTO RAPTORS,2016-10-26,240,41,86,3,18,24,29,14,37,17,8,0,11,22,0.552,0.494,0.209,0.337,30.4,82.2,56.0,41.5,8.4,0.0,10.0,100,114.5,95.6,2016-2017
WASHINGTON WIZARDS,2016-10-27,240,40,94,6,20,13,18,12,28,25,14,4,19,20,0.486,0.457,0.213,0.191,24.0,66.7,43.5,62.5,13.5,6.5,15.7,100,95.7,110.2,2016-2017
ATLANTA HAWKS,2016-10-27,240,44,88,12,26,14,18,14,38,28,13,7,21,19,0.594,0.568,0.295,0.205,33.3,76.0,56.5,63.6,12.6,9.5,18.0,100,110.2,95.7,2016-2017
BOSTON CELTICS,2016-10-27,240,38,76,8,23,15,24,3,33,22,6,6,11,25,0.5720000000000001,0.5529999999999999,0.303,0.316,7.5,64.7,39.6,57.9,6.4,9.0,11.3,100,105.1,111.5,2016-2017
CHICAGO BULLS,2016-10-27,240,36,92,11,25,22,30,18,37,25,5,1,12,21,0.499,0.451,0.272,0.326,35.3,92.5,60.4,69.4,5.3,1.9,10.2,100,111.5,105.1,2016-2017
LOS ANGELES CLIPPERS,2016-10-27,240,37,91,8,29,32,46,15,33,12,10,4,7,25,0.512,0.451,0.319,0.505,27.8,78.6,50.0,32.4,9.9,6.0,5.9,100,113.1,105.2,2016-2017
PORTLAND TRAIL BLAZERS,2016-10-27,240,39,85,4,18,24,32,9,39,18,4,4,14,34,0.535,0.48200000000000004,0.212,0.376,21.4,72.2,50.0,46.2,4.0,6.5,12.4,100,105.2,113.1,2016-2017
SAN ANTONIO SPURS,2016-10-27,240,36,79,6,18,24,27,9,31,23,10,8,9,26,0.561,0.494,0.228,0.342,20.9,83.8,50.0,63.9,11.0,16.0,9.0,100,112.0,103.2,2016-2017
SACRAMENTO KINGS,2016-10-27,240,28,70,6,20,32,38,6,34,22,7,0,15,21,0.542,0.44299999999999995,0.28600000000000003,0.5429999999999999,16.2,79.1,50.0,78.6,7.7,0.0,14.7,100,103.2,112.0,2016-2017
INDIANA PACERS,2016-10-28,240,37,98,7,24,13,20,14,35,22,7,6,13,22,0.44,0.413,0.245,0.204,25.9,74.5,48.5,59.5,7.0,11.1,10.9,100,94.1,103.2,2016-2017
BROOKLYN NETS,2016-10-28,240,38,87,10,33,17,20,12,40,20,6,4,16,23,0.5379999999999999,0.494,0.379,0.23,25.5,74.1,51.5,52.6,6.0,5.4,14.3,100,103.2,94.1,2016-2017
HOUSTON ROCKETS,2016-10-28,240,33,70,15,32,25,31,5,36,21,6,1,18,22,0.634,0.579,0.457,0.44299999999999995,15.2,85.7,54.7,63.6,6.4,2.0,17.7,100,113.9,105.3,2016-2017
DALLAS MAVERICKS,2016-10-28,240,35,80,8,29,20,24,6,28,13,11,2,9,21,0.541,0.488,0.363,0.3,14.3,84.8,45.3,37.1,11.8,5.3,9.0,100,105.3,113.9,2016-2017
ORLANDO MAGIC,2016-10-28,240,33,95,8,26,8,12,14,30,20,8,3,9,13,0.409,0.389,0.27399999999999997,0.126,24.1,76.9,45.4,60.6,8.4,3.9,8.2,100,86.1,113.3,2016-2017
DETROIT PISTONS,2016-10-28,240,48,95,7,19,5,6,9,44,27,8,4,12,11,0.5529999999999999,0.542,0.2,0.063,23.1,75.9,54.6,56.3,8.4,5.8,10.9,100,113.3,86.1,2016-2017
CHARLOTTE HORNETS,2016-10-28,240,35,92,7,22,20,24,13,36,20,10,9,8,20,0.473,0.418,0.239,0.261,24.1,76.6,48.5,57.1,10.3,17.3,7.2,100,99.8,93.6,2016-2017
MIAMI HEAT,2016-10-28,240,32,86,14,34,13,20,11,41,19,2,4,19,23,0.48,0.45299999999999996,0.395,0.233,23.4,75.9,51.5,59.4,2.1,5.7,16.7,100,93.6,99.8,2016-2017
GOLDEN STATE WARRIORS,2016-10-28,240,44,91,9,28,25,28,9,40,32,8,2,14,22,0.59,0.5329999999999999,0.308,0.308,19.6,76.9,50.0,72.7,7.4,2.6,11.9,100,113.2,105.8,2016-2017
