team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating
UTAH JAZZ,2014-11-01,240,42,88,7,26,27,33,13,39,19,10,6,13,15,0.575,0.517,0.295,0.375,31.7,86.7,60.5,45.2,10.2,10.7,11.3,100,120.8,93.2
MILWAUKEE BUCKS,2014-11-01,240,34,80,9,22,20,24,16,26,18,11,3,27,28,0.536,0.481,0.275,0.3,36.4,81.3,55.3,52.9,11.2,5,23,100,98.3,109.5
WASHINGTON WIZARDS,2014-11-01,240,40,73,4,13,24,33,6,28,28,18,5,19,21,0.617,0.575,0.178,0.452,18.8,63.6,44.7,70,18.2,8.6,17.8,100,109.5,98.3
SACRAMENTO KINGS,2014-11-02,240,34,68,3,10,27,33,9,37,21,4,11,19,22,0.594,0.522,0.147,0.485,27.3,77.1,56.8,61.8,4.4,19.3,18.7,100,108.2,101.5
LOS ANGELES CLIPPERS,2014-11-02,240,33,88,9,31,17,21,11,24,23,10,7,8,25,0.473,0.426,0.352,0.239,22.9,72.7,43.2,69.7,11,12.1,7.6,100,101.5,108.2
TORONTO RAPTORS,2014-11-02,240,37,79,4,16,24,39,9,19,11,8,5,10,28,0.53,0.494,0.203,0.494,22,63.3,39.4,29.7,8.8,10.9,9.4,100,112,117.5
MIAMI HEAT,2014-11-02,240,35,70,9,24,28,38,11,32,22,6,6,16,29,0.617,0.564,0.343,0.543,36.7,78,60.6,62.9,6.6,9.5,15.6,100,117.5,112
CHARLOTTE HORNETS,2014-11-02,240,33,70,6,15,21,29,8,30,20,7,2,12,16,0.562,0.514,0.214,0.414,22.9,78.9,52.1,60.6,8.1,3.2,12.7,100,107.8,111.3
NEW YORK KNICKS,2014-11-02,240,39,78,8,16,10,17,8,27,23,5,0,12,26,0.562,0.551,0.205,0.218,21.1,77.1,47.9,59,5.8,0,12.3,100,111.3,107.8
GOLDEN STATE WARRIORS,2014-11-02,240,36,81,6,19,17,21,7,34,22,11,7,17,16,0.526,0.481,0.235,0.259,15.2,66.7,42.3,61.1,11.2,10.8,15.9,100,96.9,91.8
PORTLAND TRAIL BLAZERS,2014-11-02,240,37,92,7,27,9,14,17,39,20,9,2,19,19,0.458,0.44,0.293,0.152,33.3,84.8,57.7,54.1,9.2,3.2,16.2,100,91.8,96.9
OKLAHOMA CITY THUNDER,2014-11-03,240,32,82,8,23,13,21,15,29,14,3,3,17,17,0.466,0.439,0.28,0.256,31.3,76.3,51.2,43.8,3.3,4.9,15.7,100,94.4,128.8
BROOKLYN NETS,2014-11-03,240,44,84,11,23,17,19,9,33,25,11,3,8,21,0.628,0.589,0.274,0.226,23.7,68.8,48.8,56.8,12.2,5.1,8,100,128.8,94.4
BOSTON CELTICS,2014-11-03,240,45,102,11,31,12,16,22,27,29,9,6,17,21,0.518,0.495,0.304,0.157,43.1,79.4,57.6,64.4,9.1,10.5,13.5,100,114.3,119.4
DALLAS MAVERICKS,2014-11-03,240,44,82,14,25,16,20,7,29,24,5,9,17,17,0.65,0.622,0.305,0.244,20.6,56.9,42.4,54.5,5.1,12.7,15.8,100,119.4,114.3
SACRAMENTO KINGS,2014-11-03,240,34,81,2,9,40,47,14,36,21,8,5,15,28,0.541,0.432,0.111,0.58,34.1,70.6,54.3,61.8,8,7.2,12.9,100,109.5,104.5
DENVER NUGGETS,2014-11-03,240,36,93,5,24,28,33,15,27,22,4,7,15,35,0.488,0.414,0.258,0.355,29.4,65.9,45.7,61.1,4,9.7,12.2,100,104.5,109.5
UTAH JAZZ,2014-11-03,240,36,77,10,27,19,24,9,34,24,4,2,17,20,0.577,0.532,0.351,0.312,23.1,87.2,55.1,66.7,4.3,3.4,16.3,100,108.7,115.2
LOS ANGELES CLIPPERS,2014-11-03,240,41,81,10,23,15,17,5,30,28,6,6,10,17,0.605,0.568,0.284,0.21,12.8,76.9,44.9,68.3,6.5,12,10.2,100,115.2,108.7
NEW ORLEANS PELICANS,2014-11-03,240,29,86,4,24,19,29,14,35,14,5,3,12,30,0.41,0.36,0.279,0.337,24.6,79.5,48.5,48.3,5.4,4.8,10.8,100,86.8,99.7
MEMPHIS GRIZZLIES,2014-11-03,240,31,76,4,14,27,37,9,43,19,5,6,11,24,0.504,0.434,0.184,0.487,20.5,75.4,51.5,61.3,5.4,9.7,10.7,100,99.7,86.8
HOUSTON ROCKETS,2014-11-03,240,32,75,16,34,24,30,13,34,27,12,6,21,20,0.59,0.533,0.453,0.4,34.2,85,60.3,84.4,12.9,11.5,19.2,100,111.9,100.1
PHILADELPHIA 76ERS,2014-11-03,240,33,74,11,22,16,23,6,25,19,12,4,17,20,0.553,0.52,0.297,0.311,15,65.8,39.7,57.6,12.9,9.8,16.8,100,100.1,111.9
ORLANDO MAGIC,2014-11-04,240,38,88,6,14,8,14,14,34,21,6,6,11,22,0.478,0.466,0.159,0.159,29.2,77.3,52.2,55.3,6.8,10,10.5,100,101.7,110.7
CHICAGO BULLS,2014-11-04,240,35,75,7,15,21,27,10,34,23,6,9,12,18,0.564,0.513,0.2,0.36,22.7,70.8,47.8,65.7,6.8,12.2,12.1,100,110.7,101.7
MILWAUKEE BUCKS,2014-11-04,240,37,83,7,21,6,7,9,30,20,12,5,12,22,0.505,0.488,0.253,0.084,22,66.7,45.3,54.1,13.8,9.3,12.2,100,100,93.1
INDIANA PACERS,2014-11-04,240,31,78,6,24,13,22,15,32,14,4,9,17,17,0.462,0.436,0.308,0.282,33.3,78,54.7,45.2,4.6,14.5,16.2,100,93.1,100
PHOENIX SUNS,2014-11-04,240,41,91,6,18,24,31,13,39,28,6,7,13,29,0.535,0.484,0.198,0.341,29.5,68.4,51.5,68.3,6,9.7,11.1,100,112.5,106.5
LOS ANGELES LAKERS,2014-11-04,240,35,88,6,16,30,41,18,31,16,7,8,12,25,0.5,0.432,0.182,0.466,31.6,70.5,48.5,45.7,7,11,10.2,100,106.5,112.5
HOUSTON ROCKETS,2014-11-04,240,35,68,17,37,21,27,9,29,22,8,5,16,26,0.676,0.64,0.544,0.397,30,69,52.8,62.9,9.4,10.9,16.7,100,127.2,107.2
MIAMI HEAT,2014-11-04,240,31,74,12,28,17,27,13,21,16,7,2,15,21,0.53,0.5,0.378,0.365,31,70,47.2,51.6,8.2,6.5,14.9,100,107.2,127.2
CHARLOTTE HORNETS,2014-11-04,240,37,80,6,21,11,13,6,28,23,6,1,12,15,0.531,0.5,0.263,0.163,14.3,71.8,42,62.2,6.7,1.6,12.3,100,102.1,112.2
NEW ORLEANS PELICANS,2014-11-04,240,38,81,5,18,19,19,11,36,26,5,6,12,19,0.56,0.5,0.222,0.235,28.2,85.7,58,68.4,5.6,10.2,11.8,100,112.2,102.1
WASHINGTON WIZARDS,2014-11-04,240,39,80,8,18,12,19,10,31,26,8,4,12,25,0.555,0.538,0.225,0.238,26.3,67.4,48.8,66.7,9,6.1,12,100,110.8,93.9
NEW YORK KNICKS,2014-11-04,240,30,81,8,15,15,19,15,28,16,5,4,18,23,0.464,0.42,0.185,0.235,32.6,73.7,51.2,53.3,5.7,6.5,16.8,100,93.9,110.8
CLEVELAND CAVALIERS,2014-11-04,240,31,85,9,21,11,14,13,28,18,5,3,14,19,0.45,0.418,0.247,0.165,25,75.7,46.1,58.1,5.7,6,13.3,100,93,114.6
PORTLAND TRAIL BLAZERS,2014-11-04,240,37,75,8,25,19,25,9,39,21,7,4,11,20,0.587,0.547,0.333,0.333,24.3,75,53.9,56.8,7.9,6.3,11.3,100,114.6,93
OKLAHOMA CITY THUNDER,2014-11-04,240,34,65,6,21,14,25,6,35,23,4,3,19,27,0.579,0.569,0.323,0.385,18.2,74.5,51.3,67.6,4.5,6,20,100,98.4,111.9
TORONTO RAPTORS,2014-11-04,240,32,81,8,31,28,33,12,27,23,6,3,10,24,0.523,0.444,0.383,0.407,25.5,81.8,48.8,71.9,6.7,6.8,9.5,100,111.9,98.4
TORONTO RAPTORS,2014-11-05,240,42,87,7,16,19,23,6,18,18,11,4,7,18,0.566,0.523,0.184,0.264,13.6,51.4,30.4,42.9,11.6,7.7,6.7,100,116.3,113.2
BOSTON CELTICS,2014-11-05,240,40,78,10,26,17,18,17,38,22,5,3,27,25,0.623,0.577,0.333,0.231,48.6,86.4,69.6,55,5.3,4.2,23.9,100,113.2,116.3
MINNESOTA TIMBERWOLVES,2014-11-05,240,37,90,7,17,17,22,13,38,22,9,4,11,21,0.492,0.45,0.189,0.244,27.1,84.4,54.8,59.5,9.3,6.6,9.9,100,101.2,94
BROOKLYN NETS,2014-11-05,240,36,82,8,21,11,17,7,35,17,6,5,18,22,0.508,0.488,0.256,0.207,15.6,72.9,45.2,47.2,6.2,6.8,16.7,100,94,101.2
MIAMI HEAT,2014-11-05,240,30,77,4,22,25,31,6,30,19,6,4,8,25,0.491,0.416,0.286,0.403,14.3,69.8,42.4,63.3,6.6,6.3,8.1,100,98.6,106.3
CHARLOTTE HORNETS,2014-11-05,240,35,82,5,18,21,29,13,36,23,4,9,12,24,0.507,0.457,0.22,0.354,30.2,85.7,57.6,65.7,4.4,16.4,11.2,100,106.3,98.6
NEW YORK KNICKS,2014-11-05,240,39,90,9,20,8,10,11,32,25,3,9,9,23,0.503,0.483,0.222,0.111,23.4,62.7,43.9,64.1,3.4,14.1,8.7,100,107.6,111
DETROIT PISTONS,2014-11-05,240,32,87,11,23,23,33,19,36,17,5,4,8,16,0.483,0.431,0.264,0.379,37.3,76.6,56.1,53.1,5.7,5.7,7.3,100,111,107.6
LOS ANGELES CLIPPERS,2014-11-05,240,38,82,7,19,21,27,5,25,26,12,2,14,14,0.554,0.506,0.232,0.329,12.5,86.2,43.5,68.4,11.9,4.1,13,100,103.3,120.2
GOLDEN STATE WARRIORS,2014-11-05,240,43,74,15,25,20,20,4,35,29,7,3,23,22,0.731,0.682,0.338,0.27,13.8,87.5,56.5,67.4,7,4.8,21.7,100,120.2,103.3
CHICAGO BULLS,2014-11-05,240,34,73,5,16,22,30,7,35,24,8,3,16,18,0.551,0.5,0.219,0.411,17.9,66,45.7,70.6,8.7,4.1,15.7,100,103.2,93.4
MILWAUKEE BUCKS,2014-11-05,240,33,89,3,15,17,20,18,32,19,10,3,14,28,0.44,0.388,0.169,0.225,34,82.1,54.3,57.6,10.9,5.3,12.5,100,93.4,103.2
ORLANDO MAGIC,2014-11-05,240,39,88,3,20,10,12,14,37,14,11,3,24,20,0.488,0.46,0.227,0.136,30.4,86,57.3,35.9,11,5.8,20.5,100,90.8,88.8
PHILADELPHIA 76ERS,2014-11-05,240,33,77,8,25,15,23,6,32,22,12,12,20,18,0.511,0.481,0.325,0.299,14,69.6,42.7,66.7,12,17.6,18.7,100,88.8,90.8
MEMPHIS GRIZZLIES,2014-11-05,240,40,80,9,17,13,17,8,29,25,10,1,16,21,0.583,0.556,0.213,0.213,21.1,85.3,51.4,62.5,10.9,2.1,15.5,100,111.3,99.3
PHOENIX SUNS,2014-11-05,240,32,69,8,21,19,21,5,30,13,11,4,18,20,0.582,0.522,0.304,0.304,14.7,78.9,48.6,40.6,12,6.3,18.7,100,99.3,111.3
DENVER NUGGETS,2014-11-05,240,37,82,9,28,26,31,7,25,24,4,5,14,37,0.57,0.506,0.341,0.378,18.4,73.5,44.4,64.9,4,8.9,12.8,100,109.6,131.7
SACRAMENTO KINGS,2014-11-05,240,42,76,8,20,39,50,9,31,21,8,3,13,30,0.668,0.605,0.263,0.658,26.5,81.6,55.6,50,8,5.6,11.7,100,131.7,109.6
ATLANTA HAWKS,2014-11-05,240,38,92,8,25,8,11,10,27,26,14,5,13,25,0.475,0.457,0.272,0.12,20.4,71.1,42.5,68.4,14.8,9.6,11.8,100,97.3,99.5
SAN ANTONIO SPURS,2014-11-05,240,31,69,5,17,27,38,11,39,25,7,9,19,15,0.548,0.486,0.246,0.551,28.9,79.6,57.5,80.6,7.4,13.4,18.1,100,99.5,97.3
