season,team,date,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,true_shooting_percentage,effective_field_goal_percentage,3_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,useage_percentage,offensive_rating,defensive_rating,points,during_playoffs
2011-2012,DENVER NUGGETS,2011-12-26,240,39,79,10,27,27,34,10,37,18,15,3,15,18,0.612,0.557,0.342,0.43,23.8,88.1,56.0,46.2,15.2,6.1,13.8,100.0,116.4,94.1,115,0
2011-2012,DALLAS MAVERICKS,2011-12-26,240,32,76,8,27,21,27,5,32,19,11,3,19,28,0.529,0.474,0.355,0.355,11.9,76.2,44.0,59.4,11.1,5.8,17.8,100.0,94.1,116.4,93,0
2011-2012,CHICAGO BULLS,2011-12-26,240,34,82,8,24,15,22,14,33,16,3,3,20,21,0.496,0.463,0.293,0.268,32.6,82.5,56.6,47.1,3.2,4.8,17.9,100.0,98.0,106.6,91,0
2011-2012,GOLDEN STATE WARRIORS,2011-12-26,240,36,77,4,15,23,31,7,29,22,16,5,10,19,0.546,0.494,0.195,0.403,17.5,67.4,43.4,61.1,17.2,8.6,9.9,100.0,106.6,98.0,99,0
2011-2012,DETROIT PISTONS,2011-12-26,240,27,75,7,19,18,21,9,31,17,5,8,16,19,0.469,0.407,0.253,0.28,20.5,63.3,43.0,63.0,5.7,11.1,16.0,100.0,90.7,104.4,79,0
2011-2012,INDIANA PACERS,2011-12-26,240,32,87,7,15,20,25,18,35,20,9,9,10,20,0.464,0.408,0.172,0.287,36.7,79.5,57.0,62.5,10.3,16.1,9.3,100.0,104.4,90.7,91,0
2011-2012,OKLAHOMA CITY THUNDER,2011-12-26,240,35,78,5,16,29,31,8,34,18,6,5,17,26,0.5670000000000001,0.481,0.205,0.397,21.1,77.3,51.2,51.4,6.1,7.7,15.6,100.0,106.4,102.3,104,0
2011-2012,MINNESOTA TIMBERWOLVES,2011-12-26,240,39,87,3,22,19,26,10,30,22,4,2,12,24,0.508,0.466,0.253,0.299,22.7,78.9,48.8,56.4,4.1,3.2,10.9,100.0,102.3,106.4,100,0
2011-2012,HOUSTON ROCKETS,2011-12-26,240,36,82,6,27,17,20,11,30,26,4,5,9,17,0.523,0.476,0.329,0.244,27.5,83.3,53.9,72.2,4.5,8.2,9.0,100.0,107.6,117.8,95,0
2011-2012,ORLANDO MAGIC,2011-12-26,240,44,83,9,22,7,10,6,29,19,1,4,11,15,0.595,0.584,0.265,0.12,16.7,72.5,46.1,43.2,1.1,7.3,11.2,100.0,117.8,107.6,104,0
2011-2012,NEW ORLEANS HORNETS,2011-12-26,240,35,79,2,16,13,21,12,35,10,9,5,13,22,0.482,0.456,0.203,0.266,26.7,74.5,51.1,28.6,10.2,8.9,12.8,100.0,96.0,94.9,85,0
2011-2012,PHOENIX SUNS,2011-12-26,240,32,81,5,25,15,19,12,33,23,9,3,14,24,0.47,0.426,0.309,0.235,25.5,73.3,48.9,71.9,10.2,4.8,13.5,100.0,94.9,96.0,84,0
2011-2012,PHILADELPHIA 76ERS,2011-12-26,240,40,83,8,19,15,19,9,38,21,6,7,20,25,0.564,0.53,0.229,0.229,21.4,69.1,48.5,52.5,6.0,9.0,18.0,100.0,103.0,107.0,103,0
2011-2012,PORTLAND TRAIL BLAZERS,2011-12-26,240,40,97,9,19,18,23,17,33,24,11,6,12,19,0.499,0.459,0.196,0.237,30.9,78.6,51.5,60.0,11.0,9.4,10.1,100.0,107.0,103.0,107,0
2011-2012,LOS ANGELES LAKERS,2011-12-26,240,37,88,1,16,16,19,16,29,21,6,6,11,25,0.472,0.426,0.182,0.21600000000000005,34.8,74.4,52.9,56.8,6.8,10.5,10.2,100.0,103.0,113.2,91,0
2011-2012,SACRAMENTO KINGS,2011-12-26,240,35,75,9,18,21,35,10,30,16,4,6,11,19,0.5529999999999999,0.527,0.24,0.467,25.6,65.2,47.1,45.7,4.5,8.3,10.8,100.0,113.2,103.0,100,0
2011-2012,MEMPHIS GRIZZLIES,2011-12-26,240,34,73,3,7,11,19,9,33,18,9,2,24,25,0.504,0.486,0.096,0.26,26.5,73.3,53.2,52.9,9.6,3.6,22.8,100.0,87.1,100.9,82,0
2011-2012,SAN ANTONIO SPURS,2011-12-26,240,35,88,10,33,15,22,12,25,23,13,5,13,20,0.486,0.455,0.375,0.25,26.7,73.5,46.8,65.7,13.8,7.6,11.7,100.0,100.9,87.1,95,0
2011-2012,NEW JERSEY NETS,2011-12-26,240,34,86,6,26,16,20,18,40,17,7,3,15,26,0.475,0.43,0.302,0.233,36.7,83.3,59.8,50.0,7.8,4.5,13.7,100.0,100.3,93.6,90,0
2011-2012,WASHINGTON WIZARDS,2011-12-26,240,31,74,1,7,21,34,8,31,13,8,7,11,17,0.472,0.426,0.095,0.459,16.7,63.3,40.2,41.9,8.9,11.7,11.0,100.0,93.6,100.3,84,0
2011-2012,UTAH JAZZ,2011-12-27,240,29,90,1,13,12,17,18,28,20,6,6,10,28,0.364,0.328,0.14400000000000002,0.189,34.0,71.8,50.0,69.0,7.2,10.9,9.3,100.0,85.0,114.9,71,0
2011-2012,LOS ANGELES LAKERS,2011-12-27,240,30,71,6,16,30,37,11,35,17,8,9,9,21,0.55,0.465,0.225,0.521,28.2,66.0,50.0,56.7,9.6,11.7,9.3,100.0,114.9,85.0,96,0
2011-2012,BOSTON CELTICS,2011-12-27,240,37,72,12,19,21,27,4,24,20,9,3,24,27,0.638,0.597,0.264,0.375,11.1,80.0,42.4,54.1,8.8,4.6,22.2,100.0,104.6,112.4,107,0
2011-2012,MIAMI HEAT,2011-12-27,240,42,75,6,10,25,35,6,32,22,16,8,20,22,0.636,0.6,0.133,0.467,20.0,88.9,57.6,52.4,15.6,15.1,18.1,100.0,112.4,104.6,115,0
2011-2012,MINNESOTA TIMBERWOLVES,2011-12-27,240,28,70,6,14,33,45,16,38,14,6,0,25,24,0.529,0.443,0.2,0.643,35.6,70.4,54.5,50.0,6.2,0.0,21.8,100.0,98.0,101.1,95,0
2011-2012,MILWAUKEE BUCKS,2011-12-27,240,40,94,2,16,16,20,16,29,24,13,5,12,28,0.477,0.436,0.17,0.213,29.6,64.4,45.5,60.0,13.4,8.9,10.5,100.0,101.1,98.0,98,0
2011-2012,ATLANTA HAWKS,2011-12-27,240,38,86,12,23,18,21,17,34,23,11,4,12,23,0.556,0.512,0.267,0.244,38.6,79.1,58.6,60.5,12.6,8.5,11.2,100.0,121.2,80.0,106,0
2011-2012,NEW JERSEY NETS,2011-12-27,240,22,71,5,24,21,26,9,27,9,5,5,18,22,0.425,0.345,0.338,0.366,20.9,61.4,41.4,40.9,5.7,7.9,17.9,100.0,80.0,121.2,70,0
2011-2012,SACRAMENTO KINGS,2011-12-27,240,31,82,3,16,14,22,14,28,11,1,4,18,27,0.431,0.396,0.195,0.268,32.6,65.1,48.8,35.5,1.1,6.0,16.4,100.0,87.9,112.4,79,0
2011-2012,PORTLAND TRAIL BLAZERS,2011-12-27,240,38,85,3,18,22,28,15,29,25,6,8,10,23,0.519,0.465,0.212,0.329,34.9,67.4,51.2,65.8,6.7,12.1,9.3,100.0,112.4,87.9,101,0
2011-2012,WASHINGTON WIZARDS,2011-12-28,240,30,77,6,16,17,22,6,26,16,10,3,16,24,0.479,0.429,0.208,0.28600000000000003,15.0,70.3,41.6,53.3,10.9,5.8,15.6,100.0,90.4,110.0,83,0
2011-2012,ATLANTA HAWKS,2011-12-28,240,32,75,9,23,28,35,11,34,21,6,5,14,21,0.5589999999999999,0.487,0.307,0.467,29.7,85.0,58.4,65.6,6.5,8.2,13.4,100.0,110.0,90.4,101,0
2011-2012,MIAMI HEAT,2011-12-28,240,36,78,1,6,23,28,5,25,19,7,10,10,17,0.531,0.468,0.077,0.359,11.6,62.5,36.1,52.8,7.5,15.6,10.0,100.0,103.2,102.1,96,0
2011-2012,CHARLOTTE BOBCATS,2011-12-28,240,39,82,7,18,10,16,15,38,22,5,9,21,22,0.5329999999999999,0.518,0.22,0.195,37.5,88.4,63.9,56.4,5.4,12.5,19.1,100.0,102.1,103.2,95,0
2011-2012,UTAH JAZZ,2011-12-28,240,38,79,7,16,17,25,8,31,25,10,3,22,23,0.556,0.525,0.203,0.316,19.5,72.1,46.4,65.8,9.8,4.5,19.6,100.0,97.6,114.2,100,0
2011-2012,DENVER NUGGETS,2011-12-28,240,46,86,6,19,19,26,12,33,29,17,3,18,20,0.6,0.57,0.221,0.302,27.9,80.5,53.6,63.0,16.6,4.8,15.6,100.0,114.2,97.6,117,0
2011-2012,CLEVELAND CAVALIERS,2011-12-28,240,40,70,7,12,18,22,12,28,28,9,3,21,15,0.659,0.621,0.171,0.314,42.9,73.7,60.6,70.0,10.3,5.0,20.9,100.0,120.2,101.8,105,0
2011-2012,DETROIT PISTONS,2011-12-28,240,36,81,9,21,8,11,10,16,16,11,1,16,21,0.518,0.5,0.259,0.136,26.3,57.1,39.4,44.4,12.6,1.7,15.7,100.0,101.8,120.2,89,0
2011-2012,NEW YORK KNICKS,2011-12-28,240,28,70,4,21,18,25,4,27,15,7,0,15,21,0.481,0.429,0.3,0.35700000000000004,10.0,71.1,39.7,53.6,7.9,0.0,15.6,100.0,87.6,103.3,78,0
2011-2012,GOLDEN STATE WARRIORS,2011-12-28,240,35,77,6,16,16,24,11,36,20,12,4,14,17,0.525,0.494,0.208,0.312,28.9,90.0,60.3,57.1,13.5,8.2,13.8,100.0,103.3,87.6,92,0
2011-2012,OKLAHOMA CITY THUNDER,2011-12-28,240,29,77,10,25,30,38,12,29,16,4,8,10,24,0.523,0.442,0.325,0.494,28.6,60.4,45.6,55.2,4.5,11.3,9.6,100.0,110.6,107.2,98,0
2011-2012,MEMPHIS GRIZZLIES,2011-12-28,240,34,87,2,16,25,33,19,30,13,5,6,12,22,0.468,0.402,0.184,0.379,39.6,71.4,54.4,38.2,5.6,11.5,10.6,100.0,107.2,110.6,95,0
2011-2012,BOSTON CELTICS,2011-12-28,240,29,78,7,17,13,18,13,24,16,4,12,12,22,0.454,0.417,0.218,0.231,26.5,66.7,43.5,55.2,4.8,17.9,12.3,100.0,94.0,116.9,78,0
2011-2012,NEW ORLEANS HORNETS,2011-12-28,240,36,79,4,12,21,25,12,36,16,7,12,9,20,0.539,0.481,0.152,0.316,33.3,73.5,56.5,44.4,8.4,19.7,9.1,100.0,116.9,94.0,97,0
2011-2012,PHILADELPHIA 76ERS,2011-12-28,240,41,86,7,17,14,18,12,36,22,11,2,10,19,0.5479999999999999,0.517,0.198,0.209,27.9,81.8,55.2,53.7,12.2,2.9,9.6,100.0,114.6,92.3,103,0
2011-2012,PHOENIX SUNS,2011-12-28,240,33,80,2,11,15,18,8,31,15,3,3,12,17,0.472,0.425,0.138,0.225,18.2,72.1,44.8,45.5,3.3,4.3,12.0,100.0,92.3,114.6,83,0
2011-2012,LOS ANGELES CLIPPERS,2011-12-28,240,29,74,7,20,25,33,10,20,17,8,5,12,17,0.508,0.439,0.27,0.446,21.7,74.1,41.1,58.6,8.9,8.2,11.9,100.0,100.0,127.8,90,0
2011-2012,SAN ANTONIO SPURS,2011-12-28,240,45,80,10,19,15,15,7,36,27,3,1,15,23,0.664,0.625,0.238,0.188,25.9,78.3,58.9,60.0,3.3,1.9,14.8,100.0,127.8,100.0,115,0
2011-2012,INDIANA PACERS,2011-12-28,240,32,81,7,16,19,22,12,29,20,10,2,16,16,0.496,0.438,0.198,0.272,29.3,74.4,51.3,62.5,11.0,3.1,15.0,100.0,99.0,93.5,90,0
2011-2012,TORONTO RAPTORS,2011-12-28,240,36,79,6,15,7,13,10,29,21,13,5,19,25,0.502,0.494,0.19,0.165,25.6,70.7,48.8,58.3,14.3,7.7,18.3,100.0,93.5,99.0,85,0
2011-2012,SAN ANTONIO SPURS,2011-12-29,240,35,93,2,17,13,20,22,24,12,4,7,12,10,0.417,0.387,0.183,0.215,40.0,64.9,50.0,34.3,4.6,11.9,10.5,100.0,97.9,121.0,85,0
2011-2012,HOUSTON ROCKETS,2011-12-29,240,43,85,9,26,10,13,13,33,21,7,8,11,17,0.579,0.5589999999999999,0.306,0.153,35.1,60.0,50.0,48.8,8.1,10.5,10.8,100.0,121.0,97.9,105,0
2011-2012,NEW YORK KNICKS,2011-12-29,240,21,67,6,22,34,41,9,23,15,11,6,12,20,0.482,0.358,0.328,0.612,20.9,79.3,44.4,71.4,12.7,10.5,12.4,100.0,94.7,114.4,82,0
2011-2012,LOS ANGELES LAKERS,2011-12-29,240,38,73,9,16,14,22,6,34,23,6,7,14,28,0.599,0.5820000000000001,0.219,0.301,20.7,79.1,55.6,60.5,6.9,15.6,14.5,100.0,114.4,94.7,99,0
2011-2012,DALLAS MAVERICKS,2011-12-29,240,38,90,9,26,17,21,14,24,25,14,1,12,24,0.514,0.472,0.289,0.233,30.4,80.0,50.0,65.8,14.8,2.0,10.8,100.0,107.5,109.6,102,0
2011-2012,OKLAHOMA CITY THUNDER,2011-12-29,240,37,63,6,14,24,32,6,32,19,8,8,26,19,0.675,0.635,0.222,0.508,20.0,69.6,50.0,51.4,8.4,12.5,25.2,100.0,109.6,107.5,104,0
2011-2012,NEW JERSEY NETS,2011-12-29,240,29,77,6,17,14,21,9,33,17,5,5,15,26,0.452,0.416,0.221,0.273,20.5,75.0,47.7,58.6,5.5,8.3,14.8,100.0,85.8,103.4,78,0
2011-2012,ORLANDO MAGIC,2011-12-29,240,36,81,9,21,13,25,11,35,25,8,4,13,19,0.511,0.5,0.259,0.309,25.0,79.5,52.3,69.4,8.8,6.7,12.4,100.0,103.4,85.8,94,0
2011-2012,DENVER NUGGETS,2011-12-29,240,35,87,4,20,28,33,3,27,17,16,2,7,20,0.502,0.425,0.23,0.379,6.5,79.4,37.5,48.6,15.4,3.4,6.5,100.0,97.9,106.5,102,0
2011-2012,PORTLAND TRAIL BLAZERS,2011-12-29,240,41,79,8,20,21,23,7,43,20,3,9,25,25,0.623,0.57,0.253,0.29100000000000004,20.6,93.5,62.5,48.8,2.9,13.4,21.9,100.0,106.5,97.9,111,0
2011-2012,CHICAGO BULLS,2011-12-29,240,43,80,6,12,16,21,8,33,25,6,5,18,27,0.605,0.575,0.15,0.263,25.0,64.7,49.4,58.1,6.4,7.6,16.8,100.0,114.3,103.7,108,0
2011-2012,SACRAMENTO KINGS,2011-12-29,240,35,83,8,17,20,34,18,24,13,8,2,14,19,0.5,0.47,0.205,0.41,35.3,75.0,50.6,37.1,8.5,2.9,12.5,100.0,103.7,114.3,98,0
2011-2012,NEW JERSEY NETS,2011-12-30,240,38,82,9,20,13,14,15,25,20,7,2,13,26,0.556,0.518,0.244,0.171,39.5,62.5,51.3,52.6,8.2,3.2,12.9,100.0,115.2,123.4,98,0
2011-2012,ATLANTA HAWKS,2011-12-30,240,37,77,4,15,27,38,15,23,22,7,6,12,15,0.56,0.506,0.195,0.494,37.5,60.5,48.7,59.5,8.2,9.7,11.4,100.0,123.4,115.2,105,0
2011-2012,DETROIT PISTONS,2011-12-30,240,34,79,3,16,14,15,12,23,18,3,0,9,14,0.496,0.449,0.203,0.19,32.4,82.1,53.8,52.9,3.8,0.0,9.5,100.0,108.4,122.4,85,0
2011-2012,BOSTON CELTICS,2011-12-30,240,35,67,7,16,19,19,5,25,25,4,6,10,18,0.637,0.575,0.239,0.284,17.9,67.6,46.2,71.4,5.1,9.5,11.7,100.0,122.4,108.4,96,0
2011-2012,ORLANDO MAGIC,2011-12-30,240,37,84,12,28,14,24,14,35,23,3,7,11,16,0.529,0.512,0.333,0.28600000000000003,32.6,74.5,54.4,62.2,3.4,10.3,10.4,100.0,113.7,89.8,100,0
2011-2012,CHARLOTTE BOBCATS,2011-12-30,240,30,83,5,15,14,18,12,29,19,6,3,12,23,0.434,0.392,0.181,0.217,25.5,67.4,45.6,63.3,6.8,5.4,11.7,100.0,89.8,113.7,79,0
2011-2012,TORONTO RAPTORS,2011-12-30,240,33,72,6,14,14,18,5,33,20,8,1,17,23,0.5379999999999999,0.5,0.194,0.25,13.2,82.5,48.7,60.6,8.9,2.1,17.5,100.0,95.3,109.7,86,0
2011-2012,DALLAS MAVERICKS,2011-12-30,240,32,72,7,25,28,38,7,33,21,11,4,10,13,0.5579999999999999,0.493,0.34700000000000003,0.528,17.5,86.8,51.3,65.6,12.2,6.9,10.1,100.0,109.7,95.3,99,0
2011-2012,CLEVELAND CAVALIERS,2011-12-30,265,34,88,5,25,18,31,9,40,13,7,9,18,28,0.448,0.415,0.284,0.35200000000000004,17.3,70.2,45.0,38.2,6.6,10.7,15.0,100.0,85.6,92.2,91,0
2011-2012,INDIANA PACERS,2011-12-30,265,36,94,2,10,24,32,17,43,15,9,10,16,27,0.453,0.394,0.106,0.34,29.8,82.7,55.0,41.7,8.5,15.9,12.9,100.0,92.2,85.6,98,0
2011-2012,CHICAGO BULLS,2011-12-30,240,39,78,7,17,29,34,15,30,29,4,2,12,19,0.613,0.545,0.218,0.436,40.5,76.9,59.2,74.4,4.5,3.1,11.4,100.0,129.5,114.7,114,0
2011-2012,LOS ANGELES CLIPPERS,2011-12-30,240,41,80,7,15,12,20,9,22,26,6,3,11,22,0.569,0.556,0.188,0.25,23.1,59.5,40.8,63.4,6.8,4.9,11.0,100.0,114.7,129.5,101,0
2011-2012,HOUSTON ROCKETS,2011-12-30,240,34,79,11,29,14,18,6,27,19,9,4,19,29,0.535,0.5,0.3670000000000001,0.228,14.6,79.4,44.0,55.9,9.0,5.3,17.9,100.0,93.2,113.2,93,0
2011-2012,MEMPHIS GRIZZLIES,2011-12-30,240,45,80,0,5,23,33,7,35,23,10,7,16,19,0.598,0.563,0.063,0.413,20.6,85.4,56.0,51.1,10.0,14.0,14.5,100.0,113.2,93.2,113,0
2011-2012,WASHINGTON WIZARDS,2011-12-30,240,30,85,7,18,14,19,9,26,19,9,5,14,22,0.434,0.394,0.212,0.224,18.4,72.2,41.2,63.3,9.5,9.4,13.0,100.0,85.9,108.1,81,0
2011-2012,MILWAUKEE BUCKS,2011-12-30,240,39,73,8,20,16,25,10,40,26,5,7,20,19,0.607,0.589,0.274,0.342,27.8,81.6,58.8,66.7,5.3,10.4,19.2,100.0,108.1,85.9,102,0
2011-2012,MIAMI HEAT,2011-12-30,240,46,93,3,14,8,14,9,33,29,14,6,15,21,0.519,0.511,0.151,0.151,19.6,73.3,46.2,63.0,13.5,11.1,13.1,100.0,99.4,97.5,103,0
2011-2012,MINNESOTA TIMBERWOLVES,2011-12-30,240,39,83,11,29,12,20,12,37,21,11,4,25,22,0.55,0.536,0.349,0.241,26.7,80.4,53.8,53.8,10.6,5.1,21.4,100.0,97.5,99.4,101,0
2011-2012,PHOENIX SUNS,2011-12-30,240,33,78,7,23,20,22,10,37,22,3,10,10,22,0.53,0.468,0.295,0.282,23.3,60.7,45.2,66.7,3.5,13.2,10.2,100.0,107.6,90.2,93,0
2011-2012,NEW ORLEANS HORNETS,2011-12-30,240,26,90,3,14,23,28,24,33,14,4,5,13,24,0.381,0.306,0.156,0.311,39.3,76.7,54.8,53.8,4.6,9.1,11.3,100.0,90.2,107.6,78,0
2011-2012,PHILADELPHIA 76ERS,2011-12-30,240,37,77,4,13,21,29,7,33,19,7,3,12,22,0.551,0.506,0.16899999999999998,0.377,17.9,78.6,49.4,51.4,7.5,4.8,11.8,100.0,106.4,109.7,99,0
2011-2012,UTAH JAZZ,2011-12-30,240,35,79,6,16,26,33,9,32,17,8,9,11,23,0.545,0.481,0.203,0.418,21.4,82.1,50.6,48.6,8.6,14.1,10.5,100.0,109.7,106.4,102,0
2011-2012,INDIANA PACERS,2011-12-31,240,30,76,5,15,23,28,6,30,17,14,5,11,19,0.498,0.428,0.197,0.368,13.3,75.0,42.4,56.7,15.1,7.5,11.1,100.0,95.0,103.6,88,0
2011-2012,DETROIT PISTONS,2011-12-31,240,39,82,8,15,10,13,10,39,25,4,2,18,23,0.547,0.524,0.183,0.159,25.0,86.7,57.6,64.1,4.3,3.3,17.0,100.0,103.6,95.0,96,0
2011-2012,PHILADELPHIA 76ERS,2011-12-31,240,39,79,11,20,18,31,10,38,29,12,6,12,17,0.578,0.563,0.253,0.392,23.8,70.4,50.0,74.4,13.1,8.3,11.5,100.0,116.6,86.1,107,0
2011-2012,GOLDEN STATE WARRIORS,2011-12-31,240,34,89,4,17,7,12,16,32,20,7,2,14,22,0.419,0.404,0.191,0.135,29.6,76.2,50.0,58.8,7.6,3.4,12.9,100.0,86.1,116.6,79,0
2011-2012,ATLANTA HAWKS,2011-12-31,240,35,80,4,16,10,16,6,34,16,4,6,12,14,0.483,0.463,0.2,0.2,15.0,75.6,47.1,45.7,4.5,9.5,12.1,100.0,93.9,106.2,84,0
2011-2012,HOUSTON ROCKETS,2011-12-31,240,38,82,9,19,10,13,11,34,26,7,6,12,18,0.541,0.518,0.232,0.159,24.4,85.0,52.9,68.4,7.8,9.4,12.0,100.0,106.2,93.9,95,0
2011-2012,DENVER NUGGETS,2011-12-31,240,34,80,7,26,14,22,8,28,22,11,5,14,17,0.496,0.469,0.325,0.275,18.2,66.7,41.9,64.7,11.7,8.1,13.5,100.0,94.6,97.8,89,0
2011-2012,LOS ANGELES LAKERS,2011-12-31,240,39,86,2,24,12,15,14,36,24,6,4,19,20,0.4970000000000001,0.465,0.279,0.174,33.3,81.8,58.1,61.5,6.4,7.4,17.0,100.0,97.8,94.6,92,0
2011-2012,PHOENIX SUNS,2011-12-31,240,35,88,8,26,19,23,13,24,19,9,7,12,16,0.494,0.443,0.295,0.261,26.0,75.0,45.1,54.3,9.5,12.7,10.9,100.0,102.1,112.6,97,0
2011-2012,OKLAHOMA CITY THUNDER,2011-12-31,240,41,77,9,22,16,18,8,37,25,9,6,21,27,0.63,0.591,0.28600000000000003,0.234,25.0,74.0,54.9,61.0,9.5,9.7,19.8,100.0,112.6,102.1,107,0
2011-2012,NEW YORK KNICKS,2011-12-31,240,40,89,10,28,24,27,17,26,26,7,6,12,35,0.565,0.506,0.315,0.303,37.0,54.2,45.7,65.0,7.8,9.4,10.6,100.0,127.1,102.6,114,0
2011-2012,SACRAMENTO KINGS,2011-12-31,240,30,86,6,22,26,41,22,29,15,7,2,12,22,0.442,0.384,0.256,0.477,45.8,63.0,54.3,50.0,7.8,3.3,10.3,100.0,102.6,127.1,92,0
2011-2012,UTAH JAZZ,2011-12-31,240,33,89,2,16,21,25,14,30,11,13,9,7,25,0.445,0.382,0.18,0.281,25.5,85.7,48.9,33.3,13.7,15.5,6.5,100.0,93.5,109.3,89,0
2011-2012,SAN ANTONIO SPURS,2011-12-31,240,36,74,10,16,22,31,5,41,26,4,5,19,21,0.593,0.5539999999999999,0.21600000000000005,0.419,14.3,74.5,51.1,72.2,4.2,6.8,17.8,100.0,109.3,93.5,104,0
